"","countsOverlap","countsProCod","numJunctions","intronicLength"
"ENSG00000215930",1,1,0,NA
"ENSG00000199916",1,0,0,NA
"ENSG00000207415",1,0,0,NA
"ENSG00000199311",1,0,0,NA
"ENSG00000252628",1,0,0,NA
"ENSG00000252792",1,0,0,NA
"ENSG00000200553",2,1,0,NA
"ENSG00000201382",1,0,0,NA
"ENSG00000261956",1,1,0,NA
"ENSG00000206980",0,NA,0,NA
"ENSG00000207329",0,NA,0,NA
"ENSG00000268236",1,0,1,NA
"ENSG00000213063",1,0,0,NA
"ENSG00000230876",0,NA,12,99157
"ENSG00000251956",1,0,0,NA
"ENSG00000252970",1,0,0,NA
"ENSG00000265462",1,1,0,NA
"ENSG00000222835",0,NA,0,NA
"ENSG00000240233",1,1,0,NA
"ENSG00000207455",1,0,0,NA
"ENSG00000263968",1,1,0,NA
"ENSG00000201512",1,1,0,NA
"ENSG00000234037",1,0,4,14520
"ENSG00000266632",2,1,0,NA
"ENSG00000264768",1,0,0,NA
"ENSG00000263367",0,NA,0,NA
"ENSG00000264838",1,1,0,NA
"ENSG00000263597",1,0,0,NA
"ENSG00000222069",1,0,0,NA
"ENSG00000223197",0,NA,0,NA
"ENSG00000222784",0,NA,0,NA
"ENSG00000207973",1,1,0,NA
"ENSG00000262546",0,NA,0,NA
"ENSG00000206896",0,NA,0,NA
"ENSG00000239033",1,1,0,NA
"ENSG00000270040",1,1,0,NA
"ENSG00000238462",1,1,0,NA
"ENSG00000265976",1,0,0,NA
"ENSG00000266085",1,1,0,NA
"ENSG00000200662",0,NA,0,NA
"ENSG00000263512",1,0,0,NA
"ENSG00000251763",0,NA,0,NA
"ENSG00000265855",0,NA,0,NA
"ENSG00000202147",0,NA,0,NA
"ENSG00000237707",0,NA,1,217
"ENSG00000215991",1,1,0,NA
"ENSG00000222361",1,0,0,NA
"ENSG00000226438",1,1,2,7256
"ENSG00000263957",0,NA,0,NA
"ENSG00000263913",1,0,0,NA
"ENSG00000252252",1,0,0,NA
"ENSG00000200066",1,1,0,NA
"ENSG00000223076",0,NA,0,NA
"ENSG00000207708",1,0,0,NA
"ENSG00000263468",1,1,0,NA
"ENSG00000207399",0,NA,0,NA
"ENSG00000235575",1,0,1,11448
"ENSG00000251735",1,0,0,NA
"ENSG00000230759",1,0,1,10170
"ENSG00000201876",1,0,0,NA
"ENSG00000264109",1,0,0,NA
"ENSG00000200246",2,1,0,NA
"ENSG00000265776",0,NA,0,NA
"ENSG00000252583",0,NA,0,NA
"ENSG00000251829",0,NA,0,NA
"ENSG00000199940",1,0,0,NA
"ENSG00000217897",1,1,1,318
"ENSG00000263848",0,NA,0,NA
"ENSG00000202471",0,NA,0,NA
"ENSG00000253035",0,NA,0,NA
"ENSG00000207237",1,1,0,NA
"ENSG00000200390",0,NA,0,NA
"ENSG00000208002",1,1,0,NA
"ENSG00000234437",1,1,7,16220
"ENSG00000223120",0,NA,0,NA
"ENSG00000206672",0,NA,0,NA
"ENSG00000266640",1,1,0,NA
"ENSG00000207696",0,NA,0,NA
"ENSG00000243546",1,1,0,NA
"ENSG00000252326",1,0,0,NA
"ENSG00000206853",0,NA,0,NA
"ENSG00000199964",0,NA,0,NA
"ENSG00000199362",1,1,0,NA
"ENSG00000207571",2,0,0,NA
"ENSG00000236854",0,NA,2,799
"ENSG00000200847",0,NA,0,NA
"ENSG00000207138",0,NA,0,NA
"ENSG00000266382",1,1,0,NA
"ENSG00000252151",0,NA,0,NA
"ENSG00000266544",1,0,0,NA
"ENSG00000243313",1,1,0,NA
"ENSG00000224613",2,0,7,106772
"ENSG00000252158",0,NA,0,NA
"ENSG00000262017",1,0,0,NA
"ENSG00000266140",1,0,0,NA
"ENSG00000238758",0,NA,0,NA
"ENSG00000237624",1,1,0,NA
"ENSG00000252914",1,1,0,NA
"ENSG00000243957",0,NA,0,NA
"ENSG00000221429",0,NA,0,NA
"ENSG00000252055",1,1,0,NA
"ENSG00000223951",1,1,2,6525
"ENSG00000238986",1,1,0,NA
"ENSG00000253014",0,NA,0,NA
"ENSG00000264480",1,0,0,NA
"ENSG00000199497",1,0,0,NA
"ENSG00000210181",0,NA,0,NA
"ENSG00000221251",0,NA,0,NA
"ENSG00000206630",1,1,0,NA
"ENSG00000242893",1,1,0,NA
"ENSG00000239175",0,NA,0,NA
"ENSG00000265986",1,1,0,NA
"ENSG00000243562",1,1,0,NA
"ENSG00000265611",1,1,0,NA
"ENSG00000266004",1,1,0,NA
"ENSG00000200648",0,NA,0,NA
"ENSG00000264437",0,NA,0,NA
"ENSG00000264989",0,NA,0,NA
"ENSG00000234604",1,1,0,NA
"ENSG00000237133",1,1,1,8164
"ENSG00000182109",2,1,18,20855
"ENSG00000252246",1,1,0,NA
"ENSG00000206823",1,0,0,NA
"ENSG00000265191",1,1,0,NA
"ENSG00000263993",0,NA,0,NA
"ENSG00000207704",1,1,0,NA
"ENSG00000238992",0,NA,0,NA
"ENSG00000199492",0,NA,0,NA
"ENSG00000211524",1,1,0,NA
"ENSG00000265499",1,1,0,NA
"ENSG00000212559",1,1,0,NA
"ENSG00000252487",1,0,0,NA
"ENSG00000266455",0,NA,0,NA
"ENSG00000238038",0,NA,0,NA
"ENSG00000236085",1,1,0,NA
"ENSG00000213062",0,NA,1,5
"ENSG00000200318",0,NA,0,NA
"ENSG00000270407",1,0,0,NA
"ENSG00000238342",1,0,0,NA
"ENSG00000265082",1,1,0,NA
"ENSG00000252570",2,1,0,NA
"ENSG00000206962",1,0,0,NA
"ENSG00000264703",0,NA,0,NA
"ENSG00000207552",1,0,0,NA
"ENSG00000207307",1,1,0,NA
"ENSG00000223070",1,1,0,NA
"ENSG00000252391",1,0,0,NA
"ENSG00000265703",0,NA,0,NA
"ENSG00000212091",1,1,0,NA
"ENSG00000201388",1,0,0,NA
"ENSG00000200591",1,1,0,NA
"ENSG00000221434",1,0,0,NA
"ENSG00000230704",1,1,1,1044
"ENSG00000200345",1,0,0,NA
"ENSG00000206676",1,1,0,NA
"ENSG00000187999",0,NA,0,NA
"ENSG00000221473",1,1,0,NA
"ENSG00000200545",1,1,0,NA
"ENSG00000222721",0,NA,0,NA
"ENSG00000267464",1,0,0,NA
"ENSG00000221082",0,NA,0,NA
"ENSG00000201245",1,0,0,NA
"ENSG00000267256",2,1,1,NA
"ENSG00000207715",1,1,0,NA
"ENSG00000221714",1,1,0,NA
"ENSG00000199172",0,NA,0,NA
"ENSG00000239140",1,0,0,NA
"ENSG00000199415",1,0,0,NA
"ENSG00000221730",0,NA,0,NA
"ENSG00000223190",1,0,0,NA
"ENSG00000201023",1,0,0,NA
"ENSG00000266358",0,NA,0,NA
"ENSG00000223061",0,NA,0,NA
"ENSG00000207995",0,NA,0,NA
"ENSG00000221180",1,0,0,NA
"ENSG00000252998",0,NA,0,NA
"ENSG00000203386",5,0,11,589787
"ENSG00000200794",0,NA,0,NA
"ENSG00000264861",0,NA,0,NA
"ENSG00000264949",1,1,0,NA
"ENSG00000235378",1,1,0,NA
"ENSG00000221335",0,NA,0,NA
"ENSG00000265638",0,NA,0,NA
"ENSG00000266218",0,NA,0,NA
"ENSG00000234441",0,NA,0,NA
"ENSG00000202184",1,0,0,NA
"ENSG00000201533",1,0,0,NA
"ENSG00000261867",1,1,0,NA
"ENSG00000209645",2,0,0,NA
"ENSG00000266197",1,1,0,NA
"ENSG00000223259",0,NA,0,NA
"ENSG00000200763",0,NA,0,NA
"ENSG00000264916",1,1,0,NA
"ENSG00000221505",1,0,0,NA
"ENSG00000266610",1,1,0,NA
"ENSG00000264068",1,0,0,NA
"ENSG00000212473",0,NA,0,NA
"ENSG00000238864",1,1,0,NA
"ENSG00000265300",2,1,0,NA
"ENSG00000265865",0,NA,0,NA
"ENSG00000263980",1,1,0,NA
"ENSG00000238687",1,1,0,NA
"ENSG00000266229",1,1,0,NA
"ENSG00000212360",1,1,0,NA
"ENSG00000203260",1,1,1,3
"ENSG00000199781",1,1,0,NA
"ENSG00000227408",0,NA,6,5132
"ENSG00000252916",1,1,0,NA
"ENSG00000252903",1,1,0,NA
"ENSG00000238372",1,1,0,NA
"ENSG00000207063",1,0,0,NA
"ENSG00000262922",0,NA,0,NA
"ENSG00000271479",2,0,0,NA
"ENSG00000202242",1,1,0,NA
"ENSG00000264732",1,1,0,NA
"ENSG00000232959",1,1,1,267
"ENSG00000244066",0,NA,0,NA
"ENSG00000212207",1,1,0,NA
"ENSG00000252826",0,NA,0,NA
"ENSG00000207087",0,NA,0,NA
"ENSG00000202513",1,0,0,NA
"ENSG00000265677",1,0,0,NA
"ENSG00000253068",0,NA,0,NA
"ENSG00000252519",0,NA,0,NA
"ENSG00000202497",1,1,0,NA
"ENSG00000252259",0,NA,0,NA
"ENSG00000252532",1,1,0,NA
"ENSG00000222274",0,NA,0,NA
"ENSG00000239649",1,0,2,2961
"ENSG00000252952",1,0,0,NA
"ENSG00000207397",0,NA,0,NA
"ENSG00000199630",1,0,0,NA
"ENSG00000252386",0,NA,0,NA
"ENSG00000265623",1,1,0,NA
"ENSG00000264944",1,1,0,NA
"ENSG00000265753",1,1,0,NA
"ENSG00000238832",1,1,0,NA
"ENSG00000266834",1,0,0,NA
"ENSG00000200403",1,1,0,NA
"ENSG00000224896",0,NA,0,NA
"ENSG00000222792",1,0,0,NA
"ENSG00000251894",0,NA,0,NA
"ENSG00000252290",1,1,0,NA
"ENSG00000238543",0,NA,0,NA
"ENSG00000264197",1,0,0,NA
"ENSG00000223200",0,NA,0,NA
"ENSG00000212335",0,NA,0,NA
"ENSG00000264118",0,NA,0,NA
"ENSG00000207000",1,1,0,NA
"ENSG00000238380",0,NA,0,NA
"ENSG00000221128",1,0,0,NA
"ENSG00000221608",1,1,0,NA
"ENSG00000200288",2,1,0,NA
"ENSG00000266133",1,1,0,NA
"ENSG00000221030",0,NA,0,NA
"ENSG00000221570",0,NA,0,NA
"ENSG00000263380",1,1,0,NA
"ENSG00000221218",0,NA,0,NA
"ENSG00000252341",1,1,0,NA
"ENSG00000252812",0,NA,0,NA
"ENSG00000221801",1,1,0,NA
"ENSG00000267017",13,1,11,NA
"ENSG00000267584",2,0,2,NA
"ENSG00000202310",1,1,0,NA
"ENSG00000233985",1,0,3,66128
"ENSG00000223024",1,0,0,NA
"ENSG00000225191",0,NA,0,NA
"ENSG00000206996",0,NA,0,NA
"ENSG00000202279",0,NA,0,NA
"ENSG00000201325",0,NA,0,NA
"ENSG00000200213",1,0,0,NA
"ENSG00000221278",0,NA,0,NA
"ENSG00000200037",0,NA,0,NA
"ENSG00000199668",1,1,0,NA
"ENSG00000239048",0,NA,0,NA
"ENSG00000222267",0,NA,0,NA
"ENSG00000243970",1,0,6,26063
"ENSG00000199840",0,NA,0,NA
"ENSG00000221040",0,NA,0,NA
"ENSG00000238294",1,0,0,NA
"ENSG00000239224",0,NA,0,NA
"ENSG00000207251",1,0,0,NA
"ENSG00000206685",1,0,0,NA
"ENSG00000252524",0,NA,0,NA
"ENSG00000263371",1,0,0,NA
"ENSG00000263538",2,0,0,NA
"ENSG00000207258",1,1,0,NA
"ENSG00000206812",0,NA,0,NA
"ENSG00000206686",0,NA,0,NA
"ENSG00000262620",1,1,0,NA
"ENSG00000222080",1,0,0,NA
"ENSG00000200041",0,NA,0,NA
"ENSG00000221182",1,1,0,NA
"ENSG00000202233",0,NA,0,NA
"ENSG00000241500",1,0,0,NA
"ENSG00000264933",0,NA,0,NA
"ENSG00000238051",1,0,0,NA
"ENSG00000265368",1,1,0,NA
"ENSG00000264621",1,1,0,NA
"ENSG00000265072",1,1,0,NA
"ENSG00000238553",1,0,0,NA
"ENSG00000207969",0,NA,0,NA
"ENSG00000235064",1,0,0,NA
"ENSG00000207949",1,1,0,NA
"ENSG00000201296",0,NA,0,NA
"ENSG00000238746",1,1,0,NA
"ENSG00000222238",0,NA,0,NA
"ENSG00000207586",1,0,0,NA
"ENSG00000264173",1,1,0,NA
"ENSG00000207627",1,0,0,NA
"ENSG00000264185",0,NA,0,NA
"ENSG00000207607",0,NA,0,NA
"ENSG00000264423",0,NA,0,NA
"ENSG00000222055",1,0,0,NA
"ENSG00000201544",2,1,0,NA
"ENSG00000212551",1,0,0,NA
"ENSG00000243500",1,0,0,NA
"ENSG00000242251",1,1,0,NA
"ENSG00000202188",1,0,0,NA
"ENSG00000228060",2,1,3,7496
"ENSG00000266021",0,NA,0,NA
"ENSG00000237790",1,0,2,1730
"ENSG00000265329",1,1,0,NA
"ENSG00000202496",2,0,0,NA
"ENSG00000265891",1,0,0,NA
"ENSG00000252355",1,0,0,NA
"ENSG00000267718",1,0,1,NA
"ENSG00000224286",0,NA,4,11082
"ENSG00000207105",1,0,0,NA
"ENSG00000200170",1,0,0,NA
"ENSG00000265513",1,0,0,NA
"ENSG00000199751",1,1,0,NA
"ENSG00000263591",0,NA,0,NA
"ENSG00000222985",0,NA,0,NA
"ENSG00000212358",0,NA,0,NA
"ENSG00000215869",1,0,1,2841
"ENSG00000202609",1,1,0,NA
"ENSG00000202314",1,1,0,NA
"ENSG00000238600",0,NA,0,NA
"ENSG00000199448",1,0,0,NA
"ENSG00000238674",0,NA,0,NA
"ENSG00000252828",1,0,0,NA
"ENSG00000226785",1,0,2,250988
"ENSG00000222092",1,1,0,NA
"ENSG00000221672",1,0,0,NA
"ENSG00000201442",0,NA,0,NA
"ENSG00000252070",0,NA,0,NA
"ENSG00000239038",1,1,0,NA
"ENSG00000207623",1,0,0,NA
"ENSG00000222888",1,0,0,NA
"ENSG00000265106",0,NA,0,NA
"ENSG00000238835",1,1,0,NA
"ENSG00000225903",1,1,1,185
"ENSG00000202064",1,0,0,NA
"ENSG00000238737",1,0,0,NA
"ENSG00000199301",1,1,0,NA
"ENSG00000223211",1,1,0,NA
"ENSG00000251939",1,1,0,NA
"ENSG00000252565",3,1,0,NA
"ENSG00000228347",0,NA,0,NA
"ENSG00000201662",1,1,0,NA
"ENSG00000207633",1,1,0,NA
"ENSG00000207804",1,1,0,NA
"ENSG00000207213",0,NA,0,NA
"ENSG00000228262",1,0,11,57686
"ENSG00000212555",0,NA,0,NA
"ENSG00000202231",1,1,0,NA
"ENSG00000201680",1,0,0,NA
"ENSG00000225333",1,1,0,NA
"ENSG00000264105",1,0,0,NA
"ENSG00000201355",1,0,0,NA
"ENSG00000241868",1,1,0,NA
"ENSG00000201346",1,0,0,NA
"ENSG00000265267",1,0,0,NA
"ENSG00000202205",1,1,0,NA
"ENSG00000222512",0,NA,0,NA
"ENSG00000199322",1,1,0,NA
"ENSG00000266591",1,1,0,NA
"ENSG00000266879",0,NA,0,NA
"ENSG00000252514",0,NA,0,NA
"ENSG00000226967",1,0,0,NA
"ENSG00000263838",1,1,0,NA
"ENSG00000220986",0,NA,0,NA
"ENSG00000238564",1,1,0,NA
"ENSG00000264730",1,0,0,NA
"ENSG00000252739",2,0,0,NA
"ENSG00000202296",0,NA,0,NA
"ENSG00000261798",0,NA,0,NA
"ENSG00000266571",1,0,0,NA
"ENSG00000200503",1,0,0,NA
"ENSG00000265175",0,NA,0,NA
"ENSG00000201821",1,1,0,NA
"ENSG00000265219",1,0,0,NA
"ENSG00000200796",0,NA,0,NA
"ENSG00000199546",1,1,0,NA
"ENSG00000225036",0,NA,0,NA
"ENSG00000264610",1,0,0,NA
"ENSG00000238304",1,0,0,NA
"ENSG00000201354",1,0,0,NA
"ENSG00000231407",1,1,7,69016
"ENSG00000229213",0,NA,0,NA
"ENSG00000207041",0,NA,0,NA
"ENSG00000200681",0,NA,0,NA
"ENSG00000222852",1,1,0,NA
"ENSG00000223315",0,NA,0,NA
"ENSG00000241869",0,NA,0,NA
"ENSG00000252677",1,1,0,NA
"ENSG00000199735",0,NA,0,NA
"ENSG00000206668",0,NA,0,NA
"ENSG00000236546",1,1,1,570
"ENSG00000207314",1,0,0,NA
"ENSG00000221093",0,NA,0,NA
"ENSG00000264921",1,1,0,NA
"ENSG00000199962",1,1,0,NA
"ENSG00000212302",1,0,0,NA
"ENSG00000265764",0,NA,0,NA
"ENSG00000265145",1,1,0,NA
"ENSG00000238925",1,1,0,NA
"ENSG00000221771",1,1,0,NA
"ENSG00000222203",1,1,0,NA
"ENSG00000252941",1,1,0,NA
"ENSG00000265376",0,NA,0,NA
"ENSG00000263526",1,0,0,NA
"ENSG00000238673",0,NA,0,NA
"ENSG00000264317",1,0,0,NA
"ENSG00000228477",1,1,0,NA
"ENSG00000238475",1,1,0,NA
"ENSG00000265889",1,0,0,NA
"ENSG00000222364",2,1,0,NA
"ENSG00000252547",0,NA,0,NA
"ENSG00000252844",1,0,0,NA
"ENSG00000200243",0,NA,0,NA
"ENSG00000207759",1,0,0,NA
"ENSG00000241588",2,0,0,NA
"ENSG00000252035",1,0,0,NA
"ENSG00000266827",0,NA,0,NA
"ENSG00000200326",1,0,0,NA
"ENSG00000266676",1,1,0,NA
"ENSG00000230768",0,NA,22,28776
"ENSG00000251949",1,0,0,NA
"ENSG00000226745",0,NA,0,NA
"ENSG00000216195",1,1,0,NA
"ENSG00000265847",1,1,0,NA
"ENSG00000270046",1,0,0,NA
"ENSG00000264774",0,NA,0,NA
"ENSG00000232153",1,0,1,1974
"ENSG00000252436",1,1,0,NA
"ENSG00000266391",0,NA,0,NA
"ENSG00000252833",1,1,0,NA
"ENSG00000212273",0,NA,0,NA
"ENSG00000252853",1,1,0,NA
"ENSG00000265981",1,0,0,NA
"ENSG00000239007",1,0,0,NA
"ENSG00000202517",1,1,0,NA
"ENSG00000265281",1,0,0,NA
"ENSG00000215953",0,NA,0,NA
"ENSG00000222722",1,1,0,NA
"ENSG00000266321",1,0,0,NA
"ENSG00000265978",0,NA,0,NA
"ENSG00000200814",1,1,0,NA
"ENSG00000259943",0,NA,0,NA
"ENSG00000225545",0,NA,1,859
"ENSG00000226994",2,0,38,382458
"ENSG00000207190",1,0,0,NA
"ENSG00000238377",0,NA,0,NA
"ENSG00000238767",1,0,0,NA
"ENSG00000199968",1,0,0,NA
"ENSG00000251912",1,1,0,NA
"ENSG00000221398",1,0,0,NA
"ENSG00000263397",1,1,0,NA
"ENSG00000200650",1,0,0,NA
"ENSG00000206636",0,NA,0,NA
"ENSG00000200471",0,NA,0,NA
"ENSG00000199933",1,1,0,NA
"ENSG00000265534",0,NA,0,NA
"ENSG00000223217",0,NA,0,NA
"ENSG00000212512",0,NA,0,NA
"ENSG00000201666",1,0,0,NA
"ENSG00000231296",1,1,0,NA
"ENSG00000265789",0,NA,0,NA
"ENSG00000235303",0,NA,2,46565
"ENSG00000207964",2,1,0,NA
"ENSG00000207497",1,1,0,NA
"ENSG00000208034",0,NA,0,NA
"ENSG00000262240",0,NA,0,NA
"ENSG00000238707",0,NA,0,NA
"ENSG00000263769",0,NA,0,NA
"ENSG00000200608",1,1,0,NA
"ENSG00000264696",0,NA,0,NA
"ENSG00000252951",1,1,0,NA
"ENSG00000251940",1,1,0,NA
"ENSG00000252010",1,0,0,NA
"ENSG00000265154",1,1,0,NA
"ENSG00000206714",0,NA,0,NA
"ENSG00000252979",0,NA,0,NA
"ENSG00000227311",0,NA,0,NA
"ENSG00000226552",0,NA,0,NA
"ENSG00000252761",0,NA,0,NA
"ENSG00000199273",0,NA,0,NA
"ENSG00000253067",0,NA,0,NA
"ENSG00000199450",1,0,0,NA
"ENSG00000222067",1,1,0,NA
"ENSG00000206926",2,1,0,NA
"ENSG00000238759",0,NA,0,NA
"ENSG00000201618",0,NA,0,NA
"ENSG00000252114",1,1,0,NA
"ENSG00000264517",1,0,0,NA
"ENSG00000263522",0,NA,0,NA
"ENSG00000251715",0,NA,0,NA
"ENSG00000264594",1,0,0,NA
"ENSG00000252159",1,1,0,NA
"ENSG00000200638",1,0,0,NA
"ENSG00000206796",1,1,0,NA
"ENSG00000207192",0,NA,0,NA
"ENSG00000238447",0,NA,0,NA
"ENSG00000251798",0,NA,0,NA
"ENSG00000207598",1,0,0,NA
"ENSG00000201613",0,NA,0,NA
"ENSG00000252310",0,NA,0,NA
"ENSG00000263964",0,NA,0,NA
"ENSG00000207582",0,NA,0,NA
"ENSG00000221369",0,NA,0,NA
"ENSG00000202187",1,0,0,NA
"ENSG00000201209",1,0,0,NA
"ENSG00000227850",0,NA,0,NA
"ENSG00000263106",0,NA,0,NA
"ENSG00000201271",0,NA,0,NA
"ENSG00000223274",1,1,0,NA
"ENSG00000213172",1,1,0,NA
"ENSG00000221654",0,NA,0,NA
"ENSG00000264056",1,1,0,NA
"ENSG00000238991",0,NA,0,NA
"ENSG00000251947",0,NA,0,NA
"ENSG00000263360",1,1,0,NA
"ENSG00000252572",1,1,0,NA
"ENSG00000265699",0,NA,0,NA
"ENSG00000201331",1,0,0,NA
"ENSG00000238775",1,1,0,NA
"ENSG00000222692",1,0,0,NA
"ENSG00000199071",3,1,0,NA
"ENSG00000231424",3,1,2,83193
"ENSG00000266616",1,1,0,NA
"ENSG00000237897",0,NA,1,146
"ENSG00000238515",0,NA,0,NA
"ENSG00000207459",1,1,0,NA
"ENSG00000265868",1,1,0,NA
"ENSG00000260920",0,NA,0,NA
"ENSG00000201170",0,NA,0,NA
"ENSG00000265506",1,0,0,NA
"ENSG00000252825",1,1,0,NA
"ENSG00000200397",1,1,0,NA
"ENSG00000207438",1,1,0,NA
"ENSG00000253063",1,1,0,NA
"ENSG00000225243",2,1,5,27752
"ENSG00000207072",1,1,0,NA
"ENSG00000201737",1,0,0,NA
"ENSG00000251747",1,0,0,NA
"ENSG00000264014",1,1,0,NA
"ENSG00000222099",0,NA,0,NA
"ENSG00000263389",1,1,0,NA
"ENSG00000239179",1,1,0,NA
"ENSG00000252548",1,1,0,NA
"ENSG00000222686",0,NA,0,NA
"ENSG00000221456",0,NA,0,NA
"ENSG00000199122",2,0,0,NA
"ENSG00000206787",0,NA,0,NA
"ENSG00000222895",0,NA,0,NA
"ENSG00000238287",1,1,1,14901
"ENSG00000263795",0,NA,0,NA
"ENSG00000232952",0,NA,0,NA
"ENSG00000201683",0,NA,0,NA
"ENSG00000200702",0,NA,0,NA
"ENSG00000265682",0,NA,0,NA
"ENSG00000264209",1,0,0,NA
"ENSG00000263608",0,NA,0,NA
"ENSG00000265343",0,NA,0,NA
"ENSG00000260169",1,0,3,NA
"ENSG00000227278",1,1,1,166
"ENSG00000265014",1,1,0,NA
"ENSG00000206908",0,NA,0,NA
"ENSG00000223145",0,NA,0,NA
"ENSG00000265708",1,1,0,NA
"ENSG00000223003",1,1,0,NA
"ENSG00000265167",1,0,0,NA
"ENSG00000233047",0,NA,8,94555
"ENSG00000266808",0,NA,0,NA
"ENSG00000230547",1,1,0,NA
"ENSG00000263744",1,1,0,NA
"ENSG00000207967",1,1,0,NA
"ENSG00000237320",1,0,2,1391
"ENSG00000216133",1,0,0,NA
"ENSG00000252720",1,1,0,NA
"ENSG00000201426",0,NA,0,NA
"ENSG00000238186",1,1,1,876
"ENSG00000252328",1,0,0,NA
"ENSG00000252923",1,1,0,NA
"ENSG00000207788",0,NA,0,NA
"ENSG00000200579",1,0,0,NA
"ENSG00000252174",1,0,0,NA
"ENSG00000266168",0,NA,0,NA
"ENSG00000264099",1,1,0,NA
"ENSG00000251923",0,NA,0,NA
"ENSG00000252367",0,NA,0,NA
"ENSG00000264590",1,1,0,NA
"ENSG00000200963",0,NA,0,NA
"ENSG00000225704",1,0,0,NA
"ENSG00000236505",0,NA,0,NA
"ENSG00000239014",2,0,0,NA
"ENSG00000212458",2,0,0,NA
"ENSG00000206839",0,NA,0,NA
"ENSG00000212331",1,1,0,NA
"ENSG00000201302",1,1,0,NA
"ENSG00000206932",1,0,0,NA
"ENSG00000264380",1,0,0,NA
"ENSG00000196085",0,NA,0,NA
"ENSG00000238576",1,0,0,NA
"ENSG00000207741",1,1,0,NA
"ENSG00000202503",1,1,0,NA
"ENSG00000264338",1,0,0,NA
"ENSG00000206835",0,NA,0,NA
"ENSG00000221630",0,NA,0,NA
"ENSG00000268062",1,0,0,NA
"ENSG00000237480",1,0,3,10635
"ENSG00000238863",1,0,0,NA
"ENSG00000238856",0,NA,0,NA
"ENSG00000202309",0,NA,0,NA
"ENSG00000206605",1,1,0,NA
"ENSG00000265507",0,NA,0,NA
"ENSG00000201563",1,1,0,NA
"ENSG00000264134",1,1,0,NA
"ENSG00000222750",1,1,0,NA
"ENSG00000229013",0,NA,0,NA
"ENSG00000199202",1,0,0,NA
"ENSG00000265960",0,NA,0,NA
"ENSG00000265636",1,0,0,NA
"ENSG00000252187",1,0,0,NA
"ENSG00000233910",0,NA,0,NA
"ENSG00000206832",1,1,0,NA
"ENSG00000207559",1,1,0,NA
"ENSG00000200817",1,1,0,NA
"ENSG00000242102",0,NA,0,NA
"ENSG00000252900",0,NA,0,NA
"ENSG00000239428",0,NA,0,NA
"ENSG00000263629",1,1,0,NA
"ENSG00000201933",0,NA,0,NA
"ENSG00000221530",0,NA,0,NA
"ENSG00000199470",0,NA,0,NA
"ENSG00000238590",0,NA,0,NA
"ENSG00000251851",0,NA,0,NA
"ENSG00000200354",1,1,0,NA
"ENSG00000207713",1,0,0,NA
"ENSG00000223229",0,NA,0,NA
"ENSG00000230932",1,0,0,NA
"ENSG00000222331",0,NA,0,NA
"ENSG00000199894",1,1,0,NA
"ENSG00000234587",0,NA,0,NA
"ENSG00000252233",1,0,0,NA
"ENSG00000199286",0,NA,0,NA
"ENSG00000234333",0,NA,0,NA
"ENSG00000221564",2,1,0,NA
"ENSG00000222406",1,1,0,NA
"ENSG00000202379",1,1,0,NA
"ENSG00000252164",1,1,0,NA
"ENSG00000221186",0,NA,0,NA
"ENSG00000263969",1,0,0,NA
"ENSG00000270342",0,NA,0,NA
"ENSG00000266363",0,NA,0,NA
"ENSG00000200106",1,0,0,NA
"ENSG00000264836",0,NA,0,NA
"ENSG00000252764",0,NA,0,NA
"ENSG00000233752",0,NA,0,NA
"ENSG00000238653",0,NA,0,NA
"ENSG00000241807",1,0,0,NA
"ENSG00000237899",0,NA,4,18033
"ENSG00000264554",0,NA,0,NA
"ENSG00000252280",1,1,0,NA
"ENSG00000263803",0,NA,0,NA
"ENSG00000216002",0,NA,0,NA
"ENSG00000264205",0,NA,0,NA
"ENSG00000222677",0,NA,0,NA
"ENSG00000221566",1,0,0,NA
"ENSG00000260025",0,NA,0,NA
"ENSG00000200594",1,0,0,NA
"ENSG00000244531",0,NA,2,NA
"ENSG00000222355",1,0,0,NA
"ENSG00000206749",2,1,0,NA
"ENSG00000266467",1,1,0,NA
"ENSG00000251969",1,0,0,NA
"ENSG00000212414",1,1,0,NA
"ENSG00000270976",0,NA,0,NA
"ENSG00000238862",1,1,0,NA
"ENSG00000222230",0,NA,0,NA
"ENSG00000206806",1,0,0,NA
"ENSG00000223302",0,NA,0,NA
"ENSG00000238565",0,NA,0,NA
"ENSG00000222185",0,NA,0,NA
"ENSG00000206727",1,0,0,NA
"ENSG00000239504",0,NA,0,NA
"ENSG00000229528",0,NA,2,12288
"ENSG00000199740",0,NA,0,NA
"ENSG00000233449",0,NA,0,NA
"ENSG00000256845",1,1,1,3
"ENSG00000212280",1,1,0,NA
"ENSG00000264496",1,1,0,NA
"ENSG00000233328",0,NA,0,NA
"ENSG00000252415",1,1,0,NA
"ENSG00000221322",0,NA,0,NA
"ENSG00000266287",0,NA,0,NA
"ENSG00000207573",2,1,0,NA
"ENSG00000242542",1,1,0,NA
"ENSG00000266750",0,NA,0,NA
"ENSG00000199620",0,NA,0,NA
"ENSG00000222821",0,NA,0,NA
"ENSG00000242716",0,NA,0,NA
"ENSG00000228940",0,NA,2,741
"ENSG00000270677",0,NA,0,NA
"ENSG00000201812",1,1,0,NA
"ENSG00000202265",0,NA,0,NA
"ENSG00000241413",1,0,0,NA
"ENSG00000232551",0,NA,0,NA
"ENSG00000238413",0,NA,0,NA
