"ensembl_gene_id" "percentage_gene_gc_content"
"4376" "ENSG00000115421" 39.6
"4377" "ENSG00000115423" 38.37
"4378" "ENSG00000115425" 42.56
"4379" "ENSG00000115446" 42.81
"4380" "ENSG00000115457" 50.33
"4381" "ENSG00000115459" 46.14
"4382" "ENSG00000115461" 50.77
"4383" "ENSG00000115464" 38.76
"4384" "ENSG00000115468" 48.71
"4385" "ENSG00000115484" 41.18
"4386" "ENSG00000115486" 46.19
"4387" "ENSG00000115488" 56.83
"4388" "ENSG00000115504" 36.7
"4389" "ENSG00000115507" 59.54
"4390" "ENSG00000115514" 42.12
"4391" "ENSG00000115520" 41.73
"4392" "ENSG00000115523" 45.86
"4393" "ENSG00000115524" 39.41
"4394" "ENSG00000115525" 45.07
"4395" "ENSG00000115526" 48.91
"4396" "ENSG00000115539" 46.99
"4397" "ENSG00000115540" 40.5
"4398" "ENSG00000115541" 44.77
"4399" "ENSG00000115548" 40.15
"4400" "ENSG00000115556" 47.37
"4401" "ENSG00000115561" 40.96
"4402" "ENSG00000115568" 49.52
"4403" "ENSG00000115590" 44.67
"4404" "ENSG00000115592" 52.65
"4405" "ENSG00000115593" 44.64
"4406" "ENSG00000115594" 41.38
"4407" "ENSG00000115596" 55.92
"4408" "ENSG00000115598" 41.71
"4409" "ENSG00000115602" 39.63
"4410" "ENSG00000115604" 39.54
"4411" "ENSG00000115607" 40.03
"4412" "ENSG00000115616" 40.47
"4413" "ENSG00000115641" 44.54
"4414" "ENSG00000115648" 51.32
"4415" "ENSG00000115649" 54.28
"4416" "ENSG00000115652" 45.03
"4417" "ENSG00000115657" 54.46
"4418" "ENSG00000115661" 53.12
"4419" "ENSG00000115665" 37.27
"4420" "ENSG00000115677" 46.99
"4421" "ENSG00000115685" 48.38
"4422" "ENSG00000115687" 50.98
"4423" "ENSG00000115694" 59.31
"4424" "ENSG00000115705" 48.22
"4425" "ENSG00000115718" 57.69
"4426" "ENSG00000115738" 49.26
"4427" "ENSG00000115750" 39.53
"4428" "ENSG00000115756" 52.12
"4429" "ENSG00000115758" 46.16
"4430" "ENSG00000115760" 37.56
"4431" "ENSG00000115761" 40.73
"4432" "ENSG00000115762" 42.42
"4433" "ENSG00000115806" 41.04
"4434" "ENSG00000115808" 37.76
"4435" "ENSG00000115816" 38.07
"4436" "ENSG00000115825" 36.9
"4437" "ENSG00000115827" 37.36
"4438" "ENSG00000115828" 41.07
"4439" "ENSG00000115839" 37.96
"4440" "ENSG00000115840" 40.22
"4441" "ENSG00000115841" 39.02
"4442" "ENSG00000115844" 59.82
"4443" "ENSG00000115850" 47.21
"4444" "ENSG00000115866" 37.04
"4445" "ENSG00000115875" 41.45
"4446" "ENSG00000115884" 57.56
"4447" "ENSG00000115896" 37.39
"4448" "ENSG00000115902" 45.52
"4449" "ENSG00000115904" 37.8
"4450" "ENSG00000115919" 37.46
"4451" "ENSG00000115935" 41.82
"4452" "ENSG00000115942" 39.05
"4453" "ENSG00000115944" 44
"4454" "ENSG00000115946" 41.05
"4455" "ENSG00000115947" 36.15
"4456" "ENSG00000115956" 41.22
"4457" "ENSG00000115963" 38.66
"4458" "ENSG00000115966" 36.05
"4459" "ENSG00000115970" 40.47
"4460" "ENSG00000115977" 41.95
"4461" "ENSG00000115993" 37.73
"4462" "ENSG00000115998" 43.21
"4463" "ENSG00000116001" 39.67
"4464" "ENSG00000116005" 45.23
"4465" "ENSG00000116014" 69.67
"4466" "ENSG00000116016" 46.71
"4467" "ENSG00000116017" 58.94
"4468" "ENSG00000116030" 41.66
"4469" "ENSG00000116031" 51.04
"4470" "ENSG00000116032" 64.92
"4471" "ENSG00000116035" 48
"4472" "ENSG00000116039" 50.22
"4473" "ENSG00000116044" 40.63
"4474" "ENSG00000116062" 44.65
"4475" "ENSG00000116095" 37.26
"4476" "ENSG00000116096" 54.78
"4477" "ENSG00000116106" 40.26
"4478" "ENSG00000116117" 37.58
"4479" "ENSG00000116120" 38.05
"4480" "ENSG00000116127" 38.28
"4481" "ENSG00000116128" 42.09
"4482" "ENSG00000116132" 39.17
"4483" "ENSG00000116133" 47.68
"4484" "ENSG00000116138" 44.67
"4485" "ENSG00000116141" 37.1
"4486" "ENSG00000116147" 43.87
"4487" "ENSG00000116151" 57.29
"4488" "ENSG00000116157" 49.67
"4489" "ENSG00000116161" 40.31
"4490" "ENSG00000116171" 40.01
"4491" "ENSG00000116176" 63.74
"4492" "ENSG00000116183" 39.35
"4493" "ENSG00000116191" 36.82
"4494" "ENSG00000116194" 33.73
"4495" "ENSG00000116198" 47.92
"4496" "ENSG00000116199" 43.17
"4497" "ENSG00000116205" 42.31
"4498" "ENSG00000116209" 38.88
"4499" "ENSG00000116212" 43.06
"4500" "ENSG00000116213" 55.25
"4501" "ENSG00000116218" 41.64
"4502" "ENSG00000116221" 48.9
"4503" "ENSG00000116237" 49.59
"4504" "ENSG00000116251" 50.61
"4505" "ENSG00000116254" 56.7
"4506" "ENSG00000116260" 51.87
"4507" "ENSG00000116266" 36.03
"4508" "ENSG00000116273" 54.99
"4509" "ENSG00000116285" 42.8
"4510" "ENSG00000116288" 45.41
"4511" "ENSG00000116299" 45.89
"4512" "ENSG00000116329" 50.14
"4513" "ENSG00000116337" 56.74
"4514" "ENSG00000116350" 43
"4515" "ENSG00000116353" 48.21
"4516" "ENSG00000116396" 49.53
"4517" "ENSG00000116406" 34.39
"4518" "ENSG00000116455" 44.57
"4519" "ENSG00000116459" 39.38
"4520" "ENSG00000116473" 39.31
"4521" "ENSG00000116478" 46.79
"4522" "ENSG00000116489" 40.34
"4523" "ENSG00000116497" 41.44
"4524" "ENSG00000116514" 44.34
"4525" "ENSG00000116521" 51.95
"4526" "ENSG00000116525" 51.85
"4527" "ENSG00000116539" 41.38
"4528" "ENSG00000116544" 48.59
"4529" "ENSG00000116560" 41.83
"4530" "ENSG00000116574" 46.54
"4531" "ENSG00000116580" 44.03
"4532" "ENSG00000116584" 50.95
"4533" "ENSG00000116586" 50.94
"4534" "ENSG00000116604" 54.23
"4535" "ENSG00000116641" 36.06
"4536" "ENSG00000116649" 59.88
"4537" "ENSG00000116652" 35.86
"4538" "ENSG00000116661" 61.17
"4539" "ENSG00000116663" 55.28
"4540" "ENSG00000116667" 40.26
"4541" "ENSG00000116668" 37.64
"4542" "ENSG00000116670" 53.91
"4543" "ENSG00000116675" 40.01
"4544" "ENSG00000116678" 37.78
"4545" "ENSG00000116679" 37.35
"4546" "ENSG00000116685" 55.79
"4547" "ENSG00000116688" 51.12
"4548" "ENSG00000116690" 38.06
"4549" "ENSG00000116691" 55.62
"4550" "ENSG00000116698" 40.28
"4551" "ENSG00000116701" 46.59
"4552" "ENSG00000116703" 35.3
"4553" "ENSG00000116704" 37.83
"4554" "ENSG00000116711" 36.1
"4555" "ENSG00000116717" 52.9
"4556" "ENSG00000116721" 46.46
"4557" "ENSG00000116729" 41.57
"4558" "ENSG00000116731" 43.44
"4559" "ENSG00000116741" 40.83
"4560" "ENSG00000116745" 38.81
"4561" "ENSG00000116747" 35.99
"4562" "ENSG00000116748" 40.73
"4563" "ENSG00000116750" 35
"4564" "ENSG00000116752" 40.33
"4565" "ENSG00000116754" 37.01
"4566" "ENSG00000116761" 39.51
"4567" "ENSG00000116771" 49.63
"4568" "ENSG00000116774" 45.3
"4569" "ENSG00000116783" 36.79
"4570" "ENSG00000116785" 35.69
"4571" "ENSG00000116786" 52
"4572" "ENSG00000116791" 39.61
"4573" "ENSG00000116793" 39.1
"4574" "ENSG00000116809" 51.22
"4575" "ENSG00000116815" 41.62
"4576" "ENSG00000116819" 52.53
"4577" "ENSG00000116824" 47.15
"4578" "ENSG00000116830" 41.16
"4579" "ENSG00000116833" 40.7
"4580" "ENSG00000116852" 55
"4581" "ENSG00000116857" 48.53
"4582" "ENSG00000116863" 55.16
"4583" "ENSG00000116871" 54.66
"4584" "ENSG00000116874" 38.1
"4585" "ENSG00000116882" 41.51
"4586" "ENSG00000116883" 52.86
"4587" "ENSG00000116885" 45.44
"4588" "ENSG00000116898" 49.28
"4589" "ENSG00000116906" 41.78
"4590" "ENSG00000116918" 37.66
"4591" "ENSG00000116922" 48.39
"4592" "ENSG00000116954" 41.45
"4593" "ENSG00000116957" 44.4
"4594" "ENSG00000116962" 44.98
"4595" "ENSG00000116977" 43.48
"4596" "ENSG00000116981" 52.18
"4597" "ENSG00000116983" 52.84
"4598" "ENSG00000116984" 40.73
"4599" "ENSG00000116985" 55.56
"4600" "ENSG00000116990" 53.68
"4601" "ENSG00000116991" 41.11
"4602" "ENSG00000117000" 39.69
"4603" "ENSG00000117009" 38
"4604" "ENSG00000117010" 40.31
"4605" "ENSG00000117013" 55.43
"4606" "ENSG00000117016" 51.39
"4607" "ENSG00000117020" 37.34
"4608" "ENSG00000117036" 43.29
"4609" "ENSG00000117054" 40.45
"4610" "ENSG00000117069" 39.93
"4611" "ENSG00000117090" 42.25
"4612" "ENSG00000117091" 42.18
"4613" "ENSG00000117114" 36.78
"4614" "ENSG00000117115" 51.75
"4615" "ENSG00000117118" 43.51
"4616" "ENSG00000117122" 62.61
"4617" "ENSG00000117133" 37.23
"4618" "ENSG00000117139" 41.09
"4619" "ENSG00000117143" 39.68
"4620" "ENSG00000117148" 48.15
"4621" "ENSG00000117151" 36.59
"4622" "ENSG00000117152" 39.47
"4623" "ENSG00000117153" 41.92
"4624" "ENSG00000117154" 49.91
"4625" "ENSG00000117155" 37.23
"4626" "ENSG00000117174" 36.46
"4627" "ENSG00000117215" 50.59
"4628" "ENSG00000117222" 40.77
"4629" "ENSG00000117226" 40.11
"4630" "ENSG00000117228" 38.12
"4631" "ENSG00000117245" 52.54
"4632" "ENSG00000117262" 38.91
"4633" "ENSG00000117266" 55.71
"4634" "ENSG00000117280" 45.95
"4635" "ENSG00000117281" 42.04
"4636" "ENSG00000117298" 52.19
"4637" "ENSG00000117305" 46.84
"4638" "ENSG00000117308" 60.1
"4639" "ENSG00000117318" 57.27
"4640" "ENSG00000117322" 39.17
"4641" "ENSG00000117335" 38.21
"4642" "ENSG00000117360" 44.24
"4643" "ENSG00000117362" 53.83
"4644" "ENSG00000117385" 50.04
"4645" "ENSG00000117394" 52.89
"4646" "ENSG00000117395" 44.38
"4647" "ENSG00000117399" 52.2
"4648" "ENSG00000117400" 48.43
"4649" "ENSG00000117407" 63.77
"4650" "ENSG00000117408" 51.66
"4651" "ENSG00000117410" 57.08
"4652" "ENSG00000117411" 56.94
"4653" "ENSG00000117419" 47.73
"4654" "ENSG00000117425" 53.14
"4655" "ENSG00000117448" 49.1
"4656" "ENSG00000117450" 47.46
"4657" "ENSG00000117461" 40.27
"4658" "ENSG00000117472" 50.69
"4659" "ENSG00000117475" 35.78
"4660" "ENSG00000117477" 36.8
"4661" "ENSG00000117479" 38.72
"4662" "ENSG00000117480" 55.38
"4663" "ENSG00000117481" 47.35
"4664" "ENSG00000117500" 38.24
"4665" "ENSG00000117501" 37.59
"4666" "ENSG00000117505" 36.47
"4667" "ENSG00000117519" 43.03
"4668" "ENSG00000117523" 38.3
"4669" "ENSG00000117525" 43.52
"4670" "ENSG00000117528" 37.04
"4671" "ENSG00000117533" 36.68
"4672" "ENSG00000117543" 37.71
"4673" "ENSG00000117560" 41.71
"4674" "ENSG00000117569" 35.67
"4675" "ENSG00000117586" 39.89
"4676" "ENSG00000117592" 40.72
"4677" "ENSG00000117593" 40.56
"4678" "ENSG00000117594" 40.88
"4679" "ENSG00000117595" 44.96
"4680" "ENSG00000117597" 41.44
"4681" "ENSG00000117598" 37.21
"4682" "ENSG00000117600" 36.26
"4683" "ENSG00000117601" 46.31
"4684" "ENSG00000117602" 42.26
"4685" "ENSG00000117614" 43.61
"4686" "ENSG00000117616" 46.4
"4687" "ENSG00000117620" 37.43
"4688" "ENSG00000117625" 37.38
"4689" "ENSG00000117632" 48.24
"4690" "ENSG00000117640" 49.43
"4691" "ENSG00000117643" 48.51
"4692" "ENSG00000117650" 39.5
"4693" "ENSG00000117676" 53.51
"4694" "ENSG00000117682" 45.47
"4695" "ENSG00000117691" 47.72
"4696" "ENSG00000117697" 39.75
"4697" "ENSG00000117707" 41.17
"4698" "ENSG00000117713" 46.19
"4699" "ENSG00000117724" 40.92
"4700" "ENSG00000117748" 44.15
"4701" "ENSG00000117751" 44.44
"4702" "ENSG00000117758" 41.41
"4703" "ENSG00000117791" 44.02
"4704" "ENSG00000117834" 48.99
"4705" "ENSG00000117859" 40.08
"4706" "ENSG00000117862" 43.03
"4707" "ENSG00000117868" 43.39
"4708" "ENSG00000117899" 45.39
"4709" "ENSG00000117906" 38.97
"4710" "ENSG00000117971" 46.53
"4711" "ENSG00000117983" 65.56
"4712" "ENSG00000117984" 64.73
"4713" "ENSG00000118004" 51.1
"4714" "ENSG00000118007" 38.94
"4715" "ENSG00000118017" 42.65
"4716" "ENSG00000118046" 57.49
"4717" "ENSG00000118058" 41.25
"4718" "ENSG00000118094" 49.56
"4719" "ENSG00000118096" 45
"4720" "ENSG00000118113" 39.04
"4721" "ENSG00000118137" 62.5
"4722" "ENSG00000118156" 49.86
"4723" "ENSG00000118160" 53.05
"4724" "ENSG00000118162" 53.48
"4725" "ENSG00000118181" 47.62
"4726" "ENSG00000118193" 37.83
"4727" "ENSG00000118194" 54.6
"4728" "ENSG00000118197" 42
"4729" "ENSG00000118200" 37.69
"4730" "ENSG00000118217" 37.21
"4731" "ENSG00000118231" 37.37
"4732" "ENSG00000118242" 42.57
"4733" "ENSG00000118245" 49.42
"4734" "ENSG00000118246" 37.72
"4735" "ENSG00000118257" 45.88
"4736" "ENSG00000118260" 37.47
"4737" "ENSG00000118263" 41.5
"4738" "ENSG00000118271" 41.75
"4739" "ENSG00000118276" 39.13
"4740" "ENSG00000118292" 46.5
"4741" "ENSG00000118298" 50.88
"4742" "ENSG00000118307" 38.2
"4743" "ENSG00000118308" 38.54
"4744" "ENSG00000118322" 40.19
"4745" "ENSG00000118363" 39.25
"4746" "ENSG00000118369" 53.01
"4747" "ENSG00000118402" 36.66
"4748" "ENSG00000118407" 37.96
"4749" "ENSG00000118412" 42.57
"4750" "ENSG00000118418" 38.62
"4751" "ENSG00000118420" 38.49
"4752" "ENSG00000118432" 39.1
"4753" "ENSG00000118434" 35.45
"4754" "ENSG00000118454" 37.55
"4755" "ENSG00000118473" 37.83
"4756" "ENSG00000118482" 36.07
"4757" "ENSG00000118491" 39.82
"4758" "ENSG00000118492" 35.78
"4759" "ENSG00000118495" 40.32
"4760" "ENSG00000118496" 35.2
"4761" "ENSG00000118503" 43.97
"4762" "ENSG00000118507" 38.22
"4763" "ENSG00000118508" 39.47
"4764" "ENSG00000118513" 39.74
"4765" "ENSG00000118514" 42.53
"4766" "ENSG00000118515" 42.27
"4767" "ENSG00000118518" 36.49
"4768" "ENSG00000118520" 37.97
"4769" "ENSG00000118523" 52.28
"4770" "ENSG00000118526" 47.57
"4771" "ENSG00000118557" 43.3
"4772" "ENSG00000118564" 37.87
"4773" "ENSG00000118579" 44.87
"4774" "ENSG00000118596" 35.78
"4775" "ENSG00000118600" 38.5
"4776" "ENSG00000118620" 39.05
"4777" "ENSG00000118640" 47.95
"4778" "ENSG00000118655" 45.65
"4779" "ENSG00000118680" 40.39
"4780" "ENSG00000118689" 41.71
"4781" "ENSG00000118690" 41.62
"4782" "ENSG00000118702" 50.88
"4783" "ENSG00000118705" 44.36
"4784" "ENSG00000118707" 51.95
"4785" "ENSG00000118729" 43.23
"4786" "ENSG00000118733" 35.12
"4787" "ENSG00000118762" 40.51
"4788" "ENSG00000118777" 41.4
"4789" "ENSG00000118785" 36.31
"4790" "ENSG00000118804" 49.7
"4791" "ENSG00000118816" 39.09
"4792" "ENSG00000118849" 43.91
"4793" "ENSG00000118855" 40.83
"4794" "ENSG00000118873" 37.8
"4795" "ENSG00000118894" 53.82
"4796" "ENSG00000118898" 53.44
"4797" "ENSG00000118900" 47.93
"4798" "ENSG00000118922" 37.64
"4799" "ENSG00000118939" 35.78
"4800" "ENSG00000118946" 33.31
"4801" "ENSG00000118960" 52.46
"4802" "ENSG00000118961" 38.21
"4803" "ENSG00000118965" 36.9
"4804" "ENSG00000118971" 49.13
"4805" "ENSG00000118976" 44.15
"4806" "ENSG00000118985" 38.17
"4807" "ENSG00000118997" 37.1
"4808" "ENSG00000119004" 42.38
"4809" "ENSG00000119013" 41.49
"4810" "ENSG00000119041" 36.72
"4811" "ENSG00000119042" 38.72
"4812" "ENSG00000119048" 41.55
"4813" "ENSG00000119121" 39.99
"4814" "ENSG00000119125" 40.49
"4815" "ENSG00000119138" 43.93
"4816" "ENSG00000119139" 43.45
"4817" "ENSG00000119147" 46.85
"4818" "ENSG00000119185" 45.09
"4819" "ENSG00000119203" 42.1
"4820" "ENSG00000119227" 48.81
"4821" "ENSG00000119231" 42.03
"4822" "ENSG00000119242" 47.49
"4823" "ENSG00000119280" 47.8
"4824" "ENSG00000119283" 48.93
"4825" "ENSG00000119285" 38.51
"4826" "ENSG00000119314" 37.7
"4827" "ENSG00000119318" 38
"4828" "ENSG00000119321" 41.19
"4829" "ENSG00000119326" 39.11
"4830" "ENSG00000119328" 39.01
"4831" "ENSG00000119333" 53.82
"4832" "ENSG00000119335" 49.47
"4833" "ENSG00000119383" 52.59
"4834" "ENSG00000119392" 45.27
"4835" "ENSG00000119396" 39.61
"4836" "ENSG00000119397" 38.88
"4837" "ENSG00000119401" 43.3
"4838" "ENSG00000119402" 41.5
"4839" "ENSG00000119403" 51.61
"4840" "ENSG00000119408" 54.99
"4841" "ENSG00000119411" 46.76
"4842" "ENSG00000119414" 42.35
"4843" "ENSG00000119421" 41.5
"4844" "ENSG00000119431" 54.87
"4845" "ENSG00000119440" 61.84
"4846" "ENSG00000119446" 40.59
"4847" "ENSG00000119457" 48.07
"4848" "ENSG00000119471" 40.81
"4849" "ENSG00000119487" 41.82
"4850" "ENSG00000119508" 42.99
"4851" "ENSG00000119509" 38.92
"4852" "ENSG00000119514" 45.5
"4853" "ENSG00000119522" 42.52
"4854" "ENSG00000119523" 42.69
"4855" "ENSG00000119535" 53.16
"4856" "ENSG00000119537" 42.29
"4857" "ENSG00000119541" 39.19
"4858" "ENSG00000119547" 44.08
"4859" "ENSG00000119559" 62.65
"4860" "ENSG00000119574" 53.64
"4861" "ENSG00000119596" 39.67
"4862" "ENSG00000119599" 48.94
"4863" "ENSG00000119608" 45.29
"4864" "ENSG00000119614" 53.78
"4865" "ENSG00000119616" 40.97
"4866" "ENSG00000119630" 56.15
"4867" "ENSG00000119632" 54.59
"4868" "ENSG00000119636" 43.01
"4869" "ENSG00000119638" 42.1
"4870" "ENSG00000119640" 41.66
"4871" "ENSG00000119650" 43.54
"4872" "ENSG00000119655" 43.65
"4873" "ENSG00000119660" 56.99
"4874" "ENSG00000119661" 40.53
"4875" "ENSG00000119669" 62.81
"4876" "ENSG00000119673" 48.61
"4877" "ENSG00000119681" 51.68
"4878" "ENSG00000119682" 42.31
"4879" "ENSG00000119684" 41.37
"4880" "ENSG00000119685" 40.03
"4881" "ENSG00000119686" 45.48
"4882" "ENSG00000119688" 51.47
"4883" "ENSG00000119689" 44.92
"4884" "ENSG00000119698" 37.14
"4885" "ENSG00000119699" 48.99
"4886" "ENSG00000119703" 44.26
"4887" "ENSG00000119705" 41.29
"4888" "ENSG00000119707" 40.7
"4889" "ENSG00000119711" 43.41
"4890" "ENSG00000119714" 51.9
"4891" "ENSG00000119715" 48.68
"4892" "ENSG00000119718" 44.08
"4893" "ENSG00000119720" 44.18
"4894" "ENSG00000119723" 45.54
"4895" "ENSG00000119725" 41.75
"4896" "ENSG00000119729" 44.36
"4897" "ENSG00000119737" 44.92
"4898" "ENSG00000119760" 41.29
"4899" "ENSG00000119771" 50.5
"4900" "ENSG00000119772" 53.43
"4901" "ENSG00000119777" 55.01
"4902" "ENSG00000119778" 37.98
"4903" "ENSG00000119782" 48.23
"4904" "ENSG00000119787" 39.46
"4905" "ENSG00000119801" 41.9
"4906" "ENSG00000119812" 37.55
"4907" "ENSG00000119820" 41.2
"4908" "ENSG00000119844" 37.29
"4909" "ENSG00000119862" 44.8
"4910" "ENSG00000119865" 40.04
"4911" "ENSG00000119866" 44.56
"4912" "ENSG00000119878" 39.14
"4913" "ENSG00000119888" 44.35
"4914" "ENSG00000119899" 42.24
"4915" "ENSG00000119900" 36.22
"4916" "ENSG00000119906" 39.04
"4917" "ENSG00000119912" 40.71
"4918" "ENSG00000119915" 52.24
"4919" "ENSG00000119917" 43.23
"4920" "ENSG00000119919" 59.41
"4921" "ENSG00000119922" 42.25
"4922" "ENSG00000119927" 39.93
"4923" "ENSG00000119929" 40.02
"4924" "ENSG00000119938" 40.41
"4925" "ENSG00000119943" 50.39
"4926" "ENSG00000119946" 44.48
"4927" "ENSG00000119950" 40.13
"4928" "ENSG00000119953" 37.32
"4929" "ENSG00000119965" 36.24
"4930" "ENSG00000119969" 38.96
"4931" "ENSG00000119973" 48.96
"4932" "ENSG00000119977" 39.54
"4933" "ENSG00000119979" 45.15
"4934" "ENSG00000119986" 49.03
"4935" "ENSG00000120008" 36.82
"4936" "ENSG00000120029" 42.35
"4937" "ENSG00000120049" 55.4
"4938" "ENSG00000120051" 39.9
"4939" "ENSG00000120053" 42.9
"4940" "ENSG00000120054" 43.88
"4941" "ENSG00000120055" 67.6
"4942" "ENSG00000120057" 57.73
"4943" "ENSG00000120063" 40.35
"4944" "ENSG00000120068" 58.41
"4945" "ENSG00000120071" 40.92
"4946" "ENSG00000120075" 54.27
"4947" "ENSG00000120088" 54.73
"4948" "ENSG00000120093" 52.52
"4949" "ENSG00000120094" 58.41
"4950" "ENSG00000120129" 52.99
"4951" "ENSG00000120137" 37.86
"4952" "ENSG00000120149" 47.07
"4953" "ENSG00000120156" 40.55
"4954" "ENSG00000120158" 42.83
"4955" "ENSG00000120159" 37.23
"4956" "ENSG00000120160" 37.24
"4957" "ENSG00000120162" 41.88
"4958" "ENSG00000120210" 38.5
"4959" "ENSG00000120215" 41.47
"4960" "ENSG00000120217" 38.15
"4961" "ENSG00000120251" 34.59
"4962" "ENSG00000120253" 43.95
"4963" "ENSG00000120254" 43.51
"4964" "ENSG00000120256" 43.94
"4965" "ENSG00000120262" 40.85
"4966" "ENSG00000120265" 41.51
"4967" "ENSG00000120278" 42.32
"4968" "ENSG00000120279" 35.55
"4969" "ENSG00000120280" 39.31
"4970" "ENSG00000120306" 44.09
"4971" "ENSG00000120314" 53.17
"4972" "ENSG00000120318" 51.43
"4973" "ENSG00000120322" 53.98
"4974" "ENSG00000120324" 48.48
"4975" "ENSG00000120327" 44.93
"4976" "ENSG00000120328" 45.88
"4977" "ENSG00000120329" 50.18
"4978" "ENSG00000120332" 45.69
"4979" "ENSG00000120333" 40.16
"4980" "ENSG00000120334" 40.71
"4981" "ENSG00000120337" 36.87
"4982" "ENSG00000120341" 43.66
"4983" "ENSG00000120370" 36.49
"4984" "ENSG00000120437" 44.57
"4985" "ENSG00000120438" 40.93
"4986" "ENSG00000120440" 43.63
"4987" "ENSG00000120451" 42.46
"4988" "ENSG00000120457" 50.03
"4989" "ENSG00000120458" 40.09
"4990" "ENSG00000120471" 54.18
"4991" "ENSG00000120498" 38.73
"4992" "ENSG00000120500" 43.71
"4993" "ENSG00000120509" 49.29
"4994" "ENSG00000120519" 36.95
"4995" "ENSG00000120526" 36.6
"4996" "ENSG00000120533" 37.11
"4997" "ENSG00000120539" 41.49
"4998" "ENSG00000120549" 40.56
"4999" "ENSG00000120555" 37.15
"5000" "ENSG00000120563" 42.69
"5001" "ENSG00000120594" 37.34
"5002" "ENSG00000120616" 38.9
"5003" "ENSG00000120645" 52.3
"5004" "ENSG00000120647" 43.8
"5005" "ENSG00000120656" 47.17
"5006" "ENSG00000120658" 39.04
"5007" "ENSG00000120659" 41.03
"5008" "ENSG00000120662" 39.67
"5009" "ENSG00000120664" 40.06
"5010" "ENSG00000120669" 37.7
"5011" "ENSG00000120675" 38.12
"5012" "ENSG00000120685" 37.33
"5013" "ENSG00000120686" 33.9
"5014" "ENSG00000120688" 38.92
"5015" "ENSG00000120690" 38.8
"5016" "ENSG00000120693" 41.07
"5017" "ENSG00000120694" 36.82
"5018" "ENSG00000120696" 42.21
"5019" "ENSG00000120697" 39.26
"5020" "ENSG00000120699" 40.36
"5021" "ENSG00000120705" 43.04
"5022" "ENSG00000120708" 48.98
"5023" "ENSG00000120709" 48.45
"5024" "ENSG00000120725" 44.78
"5025" "ENSG00000120727" 43.58
"5026" "ENSG00000120729" 37.01
"5027" "ENSG00000120733" 43.18
"5028" "ENSG00000120738" 56.56
"5029" "ENSG00000120742" 38.84
"5030" "ENSG00000120756" 38.52
"5031" "ENSG00000120784" 41.09
"5032" "ENSG00000120798" 39.56
"5033" "ENSG00000120800" 39.31
"5034" "ENSG00000120802" 39.75
"5035" "ENSG00000120805" 39.51
"5036" "ENSG00000120820" 41.92
"5037" "ENSG00000120832" 41.69
"5038" "ENSG00000120833" 47.34
"5039" "ENSG00000120837" 39.19
"5040" "ENSG00000120860" 36.36
"5041" "ENSG00000120868" 39.48
"5042" "ENSG00000120875" 51.08
"5043" "ENSG00000120885" 49.9
"5044" "ENSG00000120889" 43.23
"5045" "ENSG00000120896" 55.84
"5046" "ENSG00000120899" 46.91
"5047" "ENSG00000120903" 50.76
"5048" "ENSG00000120907" 41.26
"5049" "ENSG00000120910" 39.2
"5050" "ENSG00000120913" 58.44
"5051" "ENSG00000120915" 47.54
"5052" "ENSG00000120925" 42.83
"5053" "ENSG00000120937" 54.43
"5054" "ENSG00000120942" 48.21
"5055" "ENSG00000120948" 43.58
"5056" "ENSG00000120949" 50.55
"5057" "ENSG00000120952" 47.2
"5058" "ENSG00000120963" 40.04
"5059" "ENSG00000120992" 41.54
"5060" "ENSG00000121005" 35.22
"5061" "ENSG00000121022" 39.82
"5062" "ENSG00000121039" 41.68
"5063" "ENSG00000121053" 51.82
"5064" "ENSG00000121057" 49.96
"5065" "ENSG00000121058" 43
"5066" "ENSG00000121060" 49.18
"5067" "ENSG00000121064" 45.31
"5068" "ENSG00000121067" 40.44
"5069" "ENSG00000121068" 61.32
"5070" "ENSG00000121073" 47.79
"5071" "ENSG00000121075" 52.81
"5072" "ENSG00000121089" 45.22
"5073" "ENSG00000121101" 45.25
"5074" "ENSG00000121104" 46.7
"5075" "ENSG00000121152" 45.2
"5076" "ENSG00000121207" 37.8
"5077" "ENSG00000121210" 41.78
"5078" "ENSG00000121211" 39.03
"5079" "ENSG00000121236" 44.09
"5080" "ENSG00000121270" 45.62
"5081" "ENSG00000121274" 41.51
"5082" "ENSG00000121281" 54.43
"5083" "ENSG00000121289" 45.48
"5084" "ENSG00000121297" 46.88
"5085" "ENSG00000121310" 47.09
"5086" "ENSG00000121316" 40.69
"5087" "ENSG00000121318" 36.47
"5088" "ENSG00000121335" 41.24
"5089" "ENSG00000121350" 36.31
"5090" "ENSG00000121351" 35.47
"5091" "ENSG00000121361" 40.62
"5092" "ENSG00000121380" 40.68
"5093" "ENSG00000121388" 46.87
"5094" "ENSG00000121390" 40.29
"5095" "ENSG00000121406" 43.95
"5096" "ENSG00000121410" 55.83
"5097" "ENSG00000121413" 50.18
"5098" "ENSG00000121417" 41.9
"5099" "ENSG00000121440" 41.51
"5100" "ENSG00000121446" 40.97
"5101" "ENSG00000121454" 51.4
"5102" "ENSG00000121481" 39.39
"5103" "ENSG00000121486" 35.55
"5104" "ENSG00000121542" 37.72
"5105" "ENSG00000121552" 41.8
"5106" "ENSG00000121570" 43.85
"5107" "ENSG00000121577" 43.2
"5108" "ENSG00000121578" 41.78
"5109" "ENSG00000121579" 37.41
"5110" "ENSG00000121594" 42.4
"5111" "ENSG00000121621" 34.02
