Gene	Score	STRING-combinedscore	ExAC-pRec	STRING-experimentalscore	ExAC-missensez-score	PhyloPat5'-UTR	STRING-textminingscore	Numberdonor/numbersynonymous	mRNAhalf-life->10h	lda_score
MLNR	0.140786774848696	2	0.8544593720959	0	3.22495579901454	-0.27895	0	0	0	-0.626985500699403
CDADC1	0.0802421254327528	0	0.447155911162994	0	0.958838436720686	0.172238805970149	0	0.0952379440667554	0	-1.19153522514101
CAB39L	0.0956621451975093	1	0.959558434519989	0	-0.0712486035141583	0.213497512437811	0	0	0	-0.994714537479957
AL136218.1	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
SETDB2	0.109937628132102	0	0.956221541652222	0	0.485747633237177	0.230383084577114	3	0.032966996739564	0	-0.854440761877358
PHF11	0.0692240600601821	3	0.681003614592953	0	0.363074646361031	0.0460746268656716	3	0.111110802469993	1	-1.38295288674921
RCBTB1	0.111255215653796	0	0.978800399268245	0	0.219698234426945	0.346910447761194	3	0.0348836803678135	0	-0.842910705730314
ARL11	0.176562238116417	0	0.0922497560478889	0	-0.051148745529885	-0.0669054726368159	0	0	0	-0.434787338823059
EBPL	0.100846425422181	0	0.838493275488185	0	0.763679808848678	0.140890547263682	0	0	0	-0.940168153377986
KPNA3	0.981340164708014	3	0.190167526800613	1	3.34257476025247	1.21312437810945	3	0.0285713877551603	0	1.90911592729438
SPRYD7	0.0827111667484325	0	0.869463288119077	0	1.19276536867974	0.0587512437810945	1	0.0434780718344703	0	-1.15562572402057
TRIM13	0.86057910859337	5	0.475898632234488	3	-0.393299013050551	0.299089552238806	1	0	0	1.18348868483222
KCNRG	0.169521718120722	1	0.452516142378234	1	-1.05266205114707	-0.0132238805970149	0	0	0	-0.468522286255227
DLEU1	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
DLEU7	0.610147256496201	0	0.59934102064686	0	1.74038769338398	1.47650248756219	1	0	0	0.628822542001233
RNASEH2B	0.106706325519261	0	0.0536879346944041	0	-0.786002802877752	0.365338308457711	1	0.0476189342406328	1	-0.883621510122283
FAM124A	0.149656195825334	0	0.240489773745443	0	0.789161801436887	0.00261691542288557	0	0.0215053532200503	0	-0.573940057309125
SERPINE3	0.0818135238052941	0	0.841582258663142	0	-0.23147159946698	0.041910447761194	0	0	0	-1.16844609641692
INTS6	0.460077489564673	0	3.46526490164628e-06	0	3.80128061155479	0.0742636815920398	0	0	0	0.347534161633607
WDFY2	0.15383914902851	4	0.987074971866305	0	1.15096872931753	0.265970149253731	3	0.0147058607266754	1	-0.550322281852656
DHRS12	0.063248345709673	0	0.922301763613723	0	0.0193089525397949	-0.185835820895522	0	0.0169491238150444	0	-1.51884232465365
CCDC70	0.0704711531561039	0	0.862961184223468	0	-2.04378623101129	0.177328358208955	0	0	0	-1.35807379754919
ALG11	0.125196213399633	0	0.617425589975839	0	-1.17143876441826	0.484935323383085	0	0	0	-0.732049357362478
UTP14C	0.15806538742835	3	0.956006670909498	1	-0.882496723491187	0.197870646766169	0	0	0	-0.527279957318539
NEK5	0.0523344184654097	0	0.00278424950867335	0	-1.11274528241301	-1	0	0.0919539172943479	0	-1.90940865648609
NEK3	0.0780894206847172	1	0.2050211419488	0	-1.70917511643114	0.04267	1	0.105262973222854	0	-1.22460474373458
THSD1	0.100036321770977	0	0.916686831500069	0	0.746795286678685	0.240745	0	0	0	-0.948391881829516
VPS36	0.234634678223957	3	0.899084405848101	1	1.46461876087525	-0.0788059701492537	3	0.0408162432321567	0	-0.205193803922534
CKAP2	0.0715111145875909	0	0.564196281744878	0	-1.22043455189349	0.0837164179104478	0	0.045976958647174	0	-1.33807115571958
HNRNPA1L2	0.43651935680206	2	0.290017031748343	0	0.464835524282717	0.130044776119403	3	0	0	0.300803934263748
SUGT1	0.799630378362396	1	0.0222436479850157	1	0.317816166197304	0.91816	3	0.042553100950849	0	1.01696563229597
LECT1	0.267761928817914	1	0.472043728418096	0	0.0418877725479299	0.333766169154229	3	0.0212765504754245	0	-0.100373835120137
PCDH8	0.428283774439525	0	0.5	0	0	1.41753233830846	0	0	0	0.284150728360867
OLFM4	0.174251458904373	1	0.491169665025947	0	-0.736353846344528	-0.029452736318408	3	0.0119047477324432	0	-0.445676689615363
PCDH17	0.870842093321304	0	0.039498137039813	0	5.1677358558251	0.992383084577114	0	0	0	1.2162774502246
DIAPH3	0.0785847774803906	0	0.976666900805318	0	-0.422485894328557	0.27818407960199	2	0.0459769850706982	0	-1.21683971908064
TDRD3	0.145363661477585	1	0.998849636491935	1	-0.0857651199455684	0.533144278606965	1	0.0348836803678135	0	-0.599082131455633
PCDH20	0.258601288394734	0	0.118792201164629	0	0.43568081950987	0.273781094527363	0	0	0	-0.12798637502376
AL445989.1	0.0644676050598735	0	0.643032695555413	0	1.58379594318768	-1	0	0	0	-1.48849058042573
PCDH9	0.839269175216705	1	0.026984345112414	0	1.30615867708374	1.28361691542289	1	0.00543477965501106	0	1.12053688283465
KLHL1	0.0535895738946464	0	0.991320552123356	0	-1.1632520002325	0.358761194029851	0	0.0168067085657911	1	-1.84564175217386
DACH1	0.999998429676928	8	0.00405560219215764	3	3.30292953447531	1.9412039800995	3	0	0	4.21097163488101
MZT1	0.186873933849472	0	0.353619484037631	0	0.340483951918429	0.276014925373134	0	0	0	-0.38819285002719
BORA	0.0700776786253156	2	0.979593960695279	0	0.476971191213255	-0.0495671641791045	0	0.0493826550831419	0	-1.36581493106672
DIS3	0.0816919713698146	0	0.953344005089227	0	-0.323483086581472	0.471487562189055	2	0.0647481548574425	0	-1.17020229600015
PIBF1	0.0561336610849979	0	0.999570750212515	0	-1.43593204919737	0.0320348258706468	0	0.0285714013605701	0	-1.73814025001695
KLF5	0.999603302213937	8	0.127665511141587	3	1.73139497697823	0.811850746268657	3	0	0	2.97709644998978
KLF12	0.726644340476078	0	0.0177548640073833	0	1.9028077064183	0.940169154228856	1	0	0	0.85416775178667
AL355390.1	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TBC1D4	0.282906543669782	2	0.973290417822076	1	1.80233949527763	0.348149253731343	2	0.0230414640361917	0	-0.0566828014739936
COMMD6	0.0567145715782534	1	0.780189942132038	0	-0.848350315729281	0.145671641791045	1	0.117646366786078	0	-1.71652361371944
UCHL3	0.0849647975948314	1	0.702089900722818	1	0.558275624804879	0.281850746268657	1	0.13333288889037	0	-1.1245381599548
LMO7	0.0846453944420634	2	0.958375730901258	0	-1.72285250798514	-0.0204477611940298	2	0.0183150116062229	0	-1.12885251400759
C13orf45	0.164813592556876	0	0.374966032736806	0	0.00703174241310067	0.235114427860697	0	0	0	-0.492053503575778
KCTD12	0.39154513099134	0	0.592495524190055	0	3.53183283216643	0.757218905472637	0	0	0	0.207404455252016
IRG1	0.118992557296393	0	0.5	0	0	0.0347213930348259	0	0	0	-0.779059846235745
CLN5	0.188279085975345	1	0.418022085459388	0	0.106562115868244	0.045955	1	0	0	-0.382079741201766
FBXL3	0.265338557577552	0	0.742322965730349	0	2.90542132163619	0.846870646766169	0	0.0175438288704757	0	-0.107586635777234
MYCBP2	0.955299777416111	0	3.34881873209318e-19	0	5.0700942276724	1.15557213930348	2	0.00478468823210714	0	1.62010213441089
SCEL	0.0482642354325657	0	0.93244265304538	0	-1.26824110621338	0.263621890547264	2	0.174999781250273	0	-2.2798815297987
SLAIN1	0.589726704570622	0	0.0405374590160108	0	1.18910486491386	0.768105	1	0	0	0.591042365054081
EDNRB	0.485436162337596	7	0.976633450998883	0	1.8100179794262	0.129069651741294	3	0.0121951070791377	0	0.396585852620926
POU4F1	0.86879681552869	7	0.5	0	0	0.765427860696517	3	0	0	1.20959561061515
RNF219	0.0983244719539333	0	0.91810416155842	0	-1.62422845641392	0.779059701492537	0	0.00999999000001	0	-0.966124082589508
RBM26	0.902604348795926	0	3.00173096204026e-06	0	2.24359671866101	1.73555721393035	0	0.00793650163769711	0	1.33198323962536
NDFIP2	0.268324360727605	2	0.196982258857621	0	1.67592355978536	0.0871293532338309	2	0.0666664444451852	0	-0.0987089928457842
SPRY2	0.999454329677469	8	0.0691284163659146	2	1.43301433993159	1.09225373134328	3	0	0	2.89719932505617
SLITRK1	0.91229479560456	3	0.0115687083594406	0	1.8828884384971	0.68171144278607	3	0	0	1.37311332614543
SLITRK6	0.128976773338614	0	0.761742700277024	0	-1.60476846288419	0.80244776119403	0	0	0	-0.704980977676494
SLITRK5	0.726834659813625	0	0.187710445742625	0	2.18385563128949	1.30598507462687	0	0	0	0.854561302717014
GPC5	0.25099928904388	6	0.894331187850491	0	-1.72160507159575	0.160238805970149	3	0.0106382865550143	0	-0.151653020637429
DCT	0.390362787515435	3	0.118113194205065	0	-1.53931848046515	-0.02552	3	0	0	0.204858607852694
GPR180	0.197460174486136	0	0.0346741423171868	0	0.0088245890507571	0.169135	3	0.0784312187623162	0	-0.343402375586595
SOX21	0.638340022331782	0	0.5	0	0	1.93421393034826	0	0	0	0.681414963384278
ABCC4	0.102359282412334	0	0.998685202568288	0	0.787037453089924	0.369442786069652	1	0.0184331712289534	0	-0.925086738067236
CLDN10	0.0653802604216903	0	0.853385927202268	0	0.918520848606074	-0.262626865671642	1	0.0487803688283687	0	-1.46674924612533
DZIP1	0.0976518982017934	1	0.700868375154268	0	0.352835819245849	0.733649746192893	1	0.0479999616000307	1	-0.973227287738914
UGGT2	0.0583614356219531	0	0.535349820839564	0	-1.76749806894118	0.11827	0	0.0853658016062185	0	-1.65965860146922
HS6ST3	0.752702126968453	1	0.250362513546854	0	2.15969179509099	1.36842786069652	3	0	1	0.909311639354778
OXGR1	0.157937487786319	2	0.558408050629124	0	-1.07424560944768	0.28044776119403	0	0	0	-0.527965774189871
MBNL2	0.621138381662037	0	0.0989238701780478	0	3.03056097030374	0.988452736318408	0	0.0240963565104138	0	0.649248500999194
RAP2A	0.960482540906507	4	0.268600965216812	0	3.63066244950564	0.885691542288557	3	0	0	1.66264931000847
IPO5	0.518137765776977	1	1.2633219858407e-06	0	2.64209428496595	0.125169154228856	1	0.00540540248356623	0	0.458427005034948
RNF113B	0.135482865009119	0	0.779983269075274	0	1.73497973095417	0.0479800995024876	1	0	0	-0.660871907259488
FARP1	0.109966845429097	0	0.954736545955762	0	0.77245706103698	0.484139303482587	0	0.00751879416586686	0	-0.854182839968989
STK24	0.338979304205254	1	0.201951804309193	1	2.24382170119385	-0.240945273631841	1	0.0224718848630507	0	0.0883501947710776
SLC15A1	0.0611034589227974	0	0.995339698098284	0	-1.50668240264903	0.290333333333333	1	0.0517240933412988	0	-1.5764010356224
DOCK9	0.559159439513853	0	6.93492832773746e-07	0	1.7060003645117	0.785124378109453	0	0.00609755911659783	0	0.534626146851552
UBAC2	0.0891281833112521	0	0.882322867413606	0	0.959113855903797	0.161965174129353	0	0.01724134958388	0	-1.07082662048148
GPR18	0.222073736033584	2	0.183384425005779	0	-0.61890896316705	0.0401641791044776	0	0	0	-0.249029271331866
GPR183	0.100804021057085	0	0.784197295075932	0	0.757602901937907	0.0670348258706468	0	0	0	-0.94059601761782
TM9SF2	0.379019198225879	0	7.16401366527792e-05	0	3.06608404443701	-0.000245000000000003	0	0	0	0.180158003660666
CLYBL	0.0817083909027763	0	0.75519278289758	0	-0.197034617465019	0.82218407960199	0	0.0266666311111585	1	-1.16996477996383
ZIC5	0.722867660336393	4	0.5	0	0	0.848099502487562	3	0	0	0.846383354626659
GGACT	0.357097223418636	1	0.5	0	0	0.659427860696517	2	0	0	0.13086811674857
TMTC4	0.050126183669075	0	0.988429035195039	0	-0.710874813354075	-0.0297114427860697	0	0.0141843871032716	1	-2.05383080927373
NALCN	0.363763235922196	1	0.999830995905605	0	5.48349987274369	0.331791044776119	3	0.0225563824976006	0	0.146089100695315
ITGBL1	0.112667102761827	0	0.82854057783344	0	0.263719601305065	0.805502487562189	0	0.0447760525730559	0	-0.830779646691191
FGF14	0.980794779654696	8	0.2725676738245	0	2.02971966077563	0.771323383084577	3	0	0	1.89999761593067
TPP2	0.764173908494554	0	0.000136811096816057	0	3.06935205401343	0.850412935323383	1	0.00581395010816854	0	0.934506079676819
METTL21C	0.0741389311983532	0	0.200196982144609	0	-0.723253764500744	-0.0297363184079602	0	0.0888886913584636	0	-1.29023769091646
CCDC168	0.129420306333876	0	0.5	0	0	0.13510447761194	0	0	0	-0.701877670756294
TEX30	0.0649850062443549	0	0.742180873353003	0	0.0217622589899739	0.053105	1	0.07999968000128	0	-1.4760675350048
KDELC1	0.0838064516942918	0	0.892032262402843	0	-0.353595939511388	0.302089552238806	0	0.0133333155555793	0	-1.14032635803622
BIVM	0.176755335972538	0	0.892328036484321	0	0.669159946880726	0.891606965174129	0	0	0	-0.433885177955368
BIVM-ERCC5	0.227137686196489	1	0.5	1	0	-0.0647363184079602	2	0.0156249918619834	0	-0.231045008022216
ERCC5	0.125357271134013	1	0.999615771202756	1	-0.605265261719318	-0.0647363184079602	2	0	0	-0.730872995161915
SLC10A2	0.207189803651521	0	0.00195276575692907	0	-3.12758012295201	0.825328358208955	0	0.0253164236500966	0	-0.304603354971265
DAOA	0.0547384257440185	0	0.78757288617774	0	-2.11772690404822	-0.1878	1	0.0487803688283687	0	-1.79415209859092
EFNB2	0.998087839516276	8	0.0608168086785361	1	2.00591805297167	0.950761194029851	3	0	0	2.57032331643232
ARGLU1	0.95203961981523	0	0.00773249163040894	0	4.82818414895961	1.50808955223881	0	0	0	1.59548480407289
FAM155A	0.407809497354255	0	0.199346780963829	0	1.57333637824761	0.774597014925373	0	0.0133333155555793	0	0.241917211407379
LIG4	0.0946363484579792	1	0.978167154243832	0	-1.50383514714723	0.129335	2	0	0	-1.0060802201097
ABHD13	0.367128949377809	0	0.355950155422842	0	0.564670211146273	0.940358208955224	0	0	0	0.15369442278595
TNFSF13B	0.491045454724278	3	0.045085177606775	0	2.11415403948037	0.072726368159204	3	0	1	0.407292230886453
MYO16	0.261163744319727	0	0.00133275413409514	0	1.53311673193055	-0.0306567164179105	0	0.00613496744326152	0	-0.120166020500039
IRS2	0.953480658734697	5	0.5	3	0	0.474049751243781	3	0.00432900245497729	0	1.60618186553503
COL4A1	0.987250578748977	8	1.87626098743128e-08	2	2.46408254056138	0.371378109452736	3	0.00607902550789498	1	2.02750124656203
RAB20	0.238242065914927	0	0.285339286912482	0	1.33931084648838	0.0548756218905473	1	0	0	-0.193064662318378
CARKD	0.0738080706616837	0	0.974418466123849	0	0.615232579800014	-0.106633165829146	0	0	0	-1.29606111780131
CARS2	0.0953436860209027	1	0.958208132878404	0	0.375142480061758	-0.269989898989899	3	0.0173912892249659	0	-0.998221471063921
ING1	0.496389042217593	4	0.979963341247844	2	1.99579837713735	0.0119054726368159	3	0.027027002678376	0	0.417449635453018
LINC00346	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
ANKRD10	0.0889464485722264	0	0.849809062924718	0	0.919267679423912	0.0586169154228856	0	0.0107526766100251	0	-1.07307893724497
ARHGEF7	0.999258171125998	6	0.0460138565842199	3	2.91947202332991	0.686671641791045	3	0.00546447788826345	0	2.81907398873953
TEX29	0.0631660023397392	0	0.671141972725899	0	0.545328426816891	-0.189208955223881	0	0.0624998046881103	0	-1.52094981326631
RP11-65D24.2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
SOX1	0.55933717191473	7	0.5	0	0	-0.112009950248756	3	0	0	0.534954465824875
SPACA7	0.0780071921573846	0	0.272223140688717	0	-0.763595690678313	-0.133970149253731	0	0.0588233564018929	0	-1.22590306622693
TUBGCP3	0.854224816507344	5	0.0474738657384329	0	2.87602290215406	0.297129353233831	2	0.0218977942351867	0	1.1640497305347
C13orf35	0.0912031998255491	0	0.542417925162669	0	0.254081757775789	-0.0448059701492537	1	0.0454543388439143	0	-1.04565872325979
ATP11A	0.111748508361295	0	0.0326662566504506	0	1.43625789985744	-0.180164179104478	0	0.013986009095801	1	-0.838646362328992
MCF2L	0.250728013264136	1	0.204458592014441	0	1.92543776360711	0.178651741293532	0	0.0300300210120057	0	-0.152510905606692
F10	0.207120736034463	3	0.83627277170822	0	2.23880007606482	-0.352691542288557	3	0.00877192212989287	0	-0.30487146641472
PROZ	0.0677436646338892	0	0.0996644065356725	0	-0.207207741549805	-0.221318407960199	0	0.0441175821800262	1	-1.41386636838268
PCID2	0.0548830010303065	0	0.650895804353619	0	1.92473126129736	-0.0548693467336683	0	0.0759492709502899	1	-1.78804661282706
CUL4A	0.931235498318738	2	0.000587122814012862	2	2.73184440659468	0.1803	2	0	0	1.46544496387928
LAMP1	0.370293210948589	0	0.0210073177325735	0	0.670810557344382	0.0189701492537313	3	0.0112359424315254	0	0.160797400630909
GRTP1	0.0794365924475856	0	0.406830018914622	0	-0.378680849326439	-0.163457286432161	0	0.0416666087963767	0	-1.20370718992205
ADPRHL1	0.0686128909648136	0	0.307069849870643	0	-0.573817934551404	-0.273837563451777	0	0	1	-1.39552547948965
DCUN1D2	0.0948005568528004	0	0.571785087870152	0	0.0622914194932407	0.0508606965174129	0	0.0227272210744976	0	-1.00424719305364
TMCO3	0.149623521745673	0	0.411660043201141	0	0.716550157901062	0.087025	1	0.0238095049130913	0	-0.574127881246023
TFDP1	0.992423869391098	8	0.0368321399533043	1	2.1458649277988	0.665905472636816	2	0.00934578565814424	0	2.18346829655327
ATP4B	0.0691691678920427	0	0.452008641921668	0	-0.572201111457478	-0.224786069651741	0	0.0491802472454963	0	-1.38407156141642
TMEM255B	0.119303673778439	0	0.0265337188880872	0	-0.782755567910458	-0.0238109452736319	0	0.0444443950617833	0	-0.776619460454026
GAS6	0.352074134725925	4	0.666430350052204	0	1.24447094084877	0.13134328358209	2	0.00571428244898146	0	0.119253833996821
RASA3	0.104037118909207	0	0.999498117645572	0	1.89208354291161	0.376034825870647	0	0.0197044237909242	0	-0.908764270479773
CDC16	0.980618246010506	6	0.0477444165553702	3	1.84532005260889	0.124512437810945	1	0.0107526766100251	0	1.89709642514768
UPF3A	0.1324909830264	3	0.983379043176636	0	0.0663134490517805	0.499562189054726	0	0.0246913275415709	0	-0.68078754304745
OR11H12	0.538148825486572	1	0.196005182043499	0	3.63364425448135	0.196616915422886	1	0	0	0.495727413984269
POTEG	0.0889422620703985	0	0.5	0	0	0.118796019900498	0	0.0476189909297727	0	-1.07313091628749
POTEM	0.472185874439156	1	0.208826123517634	0	3.62447762559373	0.0538955223880597	1	0	0	0.371098016382441
OR4Q3	0.173391430742845	0	0.5	0	0	0.462990049751244	0	0	0	-0.449774222524487
OR4M1	0.1042259818375	0	0.702654668795087	0	-3.28121422603369	0.784985074626866	0	0	0	-0.906952623307282
OR4N2	0.0705258694698906	0	0.745164659516631	0	-2.99623467157313	0.202497512437811	0	0	0	-1.35700501114786
OR4K2	0.100703967511471	0	0.0959497343041198	0	-5.46709045591097	0.333075	0	0	0	-0.941606698773352
OR4K5	0.0867923544540079	0	0.415769511038526	0	-3.73825712445908	0.228796019900497	0	0	0	-1.1004006429279
OR4K1	0.0953668236952403	0	0.0830941563795939	0	-4.57722793089041	0.0689502487562189	0	0	0	-0.997966026474116
OR4K15	0.136849071889623	0	0.335670373328485	0	-1.16978867282096	0.202253731343284	0	0	0	-0.651974912727479
OR4Q2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
OR4K14	0.0936390777356374	0	0.79510883899297	0	-1.00188827352295	0.324646766169154	0	0	0	-1.01732679097807
OR4K13	0.146123304048232	0	0.291138012273805	0	-1.19732146469524	0.221194029850746	0	0	0	-0.594562765835126
OR4L1	0.0924857692985182	0	0.570129295270425	0	-1.99427902581902	0.191925373134328	0	0	0	-1.03058458031024
OR4K17	0.0659079061786484	0	0.678731579053989	0	-4.21125713310055	0.220995024875622	0	0	0	-1.45453238339455
OR4N5	0.112666457168498	0	0.645344379094542	0	-2.24051720168837	0.416024875621891	1	0	0	-0.8307851419831
OR11G2	0.203497906628184	0	0.307115351252079	0	-0.432131341069736	0.452482587064677	0	0	0	-0.319077608865059
OR11H6	0.107268432588285	0	0.752064458465758	0	-0.769756914949038	0.401044776119403	0	0	0	-0.87844951814869
OR11H7	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
OR11H4	0.156097647209671	0	0.27934185048653	0	-2.79663384703769	0.589960199004975	0	0	0	-0.537909789971841
TTC5	0.0772119376994005	1	0.994257365150795	1	0.0317020895752142	0.421338308457711	0	0.026315754847691	1	-1.23860005364006
CCNB1IP1	0.206575257204978	1	0.804635076058632	1	0.50479697960031	0.189909090909091	1	0	0	-0.306992476597744
PARP2	0.265009233844334	5	0.969897607385351	0	-0.550547321299028	0.301721393034826	3	0.0131578774238455	0	-0.108571812344072
TEP1	0.133879831017025	2	0.999975992647303	2	-1.04765586771142	0.244145	0	0.0370370284636508	0	-0.671467306459166
KLHL33	0.152468290657696	0	0.5	0	0	0.32227	0	0	0	-0.557970534872649
OSGEP	0.0618158978486421	0	0.88174189546578	0	1.09666507080774	0.218935323383085	1	0.0434781663518123	1	-1.55663914641579
APEX1	0.287886208769952	2	0.809978950818198	1	0.074399863786274	0.196497512437811	3	0.0133333155555793	0	-0.0428025730777778
TMEM55B	0.406227411087817	0	0.199362544935983	0	1.69885097134878	0.615243781094527	0	0	0	0.238599836705209
PNP	0.0855745473155688	1	0.919727111603043	1	0.460436569880654	-0.0195373134328358	0	0.0499998750003125	0	-1.11638248652927
RNASE10	0.0820598313019381	0	0.659706831459872	0	-1.77036121310408	0.0965323383084577	0	0	0	-1.1649023166238
RNASE9	0.186098889532274	0	0.138242240332203	0	-0.453822556233095	0.130741293532338	0	0	0	-0.391587834464969
RNASE11	0.104284595053224	0	0.365104531369424	0	-0.623111573052396	0.00945273631840796	0	0.020833289930646	0	-0.906391417756481
RNASE12	0.100227249268331	0	0.522865275723072	0	-1.3972095258938	0.120318407960199	0	0	0	-0.946444184136456
OR6S1	0.122370441817672	0	0.302667394928052	0	-1.94775947134168	0.176945	0	0	0	-0.753042193990627
ANG	0.346748457348101	3	0.647083627225812	0	0.0619247681918897	0.260930348258706	3	0	0	0.106797605883862
RNASE4	0.123304987556444	0	0.528281003035226	0	-0.294430345750603	0.173786069651741	0	0	0	-0.746024183882772
EDDM3A	0.176757458829226	0	0.0119806410659307	0	-0.748804572488276	-0.0400497512437811	0	0	0	-0.433875266483693
EDDM3B	0.174580951427407	2	0.728783992385733	0	-0.809227284824735	0.0110597014925373	3	0	0	-0.444113341951705
RNASE6	0.205725002353852	0	0.0185214663363765	0	-0.385282578995846	0.05888	0	0	0	-0.31031114467185
RNASE1	0.0888868511052326	1	0.638851606171356	0	0.0931354007132819	0.0980149253731343	1	0	1	-1.07381929113942
RNASE3	0.152171985461005	0	0.271091931293323	0	-0.872110175104474	-0.19789552238806	2	0	0	-0.559635269698733
RNASE2	0.189884257835202	1	0.836273074798468	1	0.73859839118666	-0.0877164179104478	2	0	0	-0.375161516427823
METTL17	0.109664562879215	0	0.646694376886109	0	0.844878207971789	0.326606965174129	0	0.0363636033058152	0	-0.856856298653986
SLC39A2	0.0660419153440323	0	0.742827573452762	0	-1.16203321154164	0.17878391959799	1	0	1	-1.45146893068678
NDRG2	0.164713397921455	4	0.872388563164072	0	0.177271169467919	0.559442786069652	3	0.0337078272945761	1	-0.492563281043115
TPPP2	0.0776641073832847	0	0.714700489636831	0	-0.657648102545681	0.141139303482587	0	0.0277777006174983	0	-1.23134925688676
RP11-998D10.1	0.0540808131064219	0	0.682894911179445	0	-0.370226051277118	-1	0	0	0	-1.8229380955368
RNASE13	0.0789497043040999	0	0.392407931853419	0	-1.29275788830892	0.22291	0	0	1	-1.21118000521358
RNASE7	0.134303042455451	0	0.631606441992512	0	0.167895142518722	0.326174129353234	0	0	0	-0.668653380910544
RNASE8	0.13154324936773	0	0.46543261600753	0	0.622156934632683	-0.0143432835820895	0	0	0	-0.68722456259573
ARHGEF40	0.362882206678205	0	0.999928130722455	0	0.932240951914128	1.32428358208955	3	0.0148148093278484	0	0.144089577165172
ZNF219	0.715370283848536	0	0.0112782645915416	0	3.87533606060206	0.704199004975124	0	0	0	0.831066483846145
TMEM253	0.0803256379596238	0	0.5	0	0	0.724542288557214	0	0.124998437519531	0	-1.19028665782773
OR5AU1	0.183384221342077	0	0.0644772163294922	0	-2.41740585145461	0.396074626865672	0	0	0	-0.403611944476218
HNRNPC	0.992636796362919	8	0.0141447163493978	3	3.66536483798749	-0.0300149253731343	1	0.0344826991677601	0	2.19183697391181
RPGRIP1	0.118723372246554	0	0.0467319125629642	0	-1.33754634975242	0.492701492537313	1	0.0370370198902686	1	-0.781178754014874
SUPT16H	0.999976448805372	8	3.94330322378904e-07	3	5.5310521538935	0.757557213930348	3	0	0	3.63859156177439
CHD8	0.999491274033951	2	1.90551347864159e-12	2	5.54448132261703	1.36390049751244	3	0.00342465636141905	0	2.91487084950716
RAB2B	0.0675541931044679	0	0.659028489257192	0	1.45744919274667	0.577363184079602	1	0.0999996666677778	1	-1.41793895733321
TOX4	0.435661746593268	0	0.187993330365951	0	1.96021494493415	0.840425	0	0.0217391068053187	0	0.299078000606528
METTL3	0.167529533661232	0	0.996557338469112	0	3.10671962429958	0.554407960199005	1	0.0243902141582754	0	-0.478379609740411
SALL2	0.240927381838092	0	0.880550232198812	0	-0.0295562691911924	1.14936815920398	1	0	0	-0.184160079389528
OR10G3	0.113748807247206	0	0.645560256808772	0	-1.05514353880728	0.384378109452736	0	0	0	-0.821637144831246
TRAV1-1	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
OR10G2	0.12210300446998	0	0.674638866121624	0	-1.37030103967506	0.572189054726368	0	0	0	-0.755064541044944
TRAV1-2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
OR4E2	0.182233805589708	0	0.302707440159442	0	-1.59178695975083	0.555477611940299	0	0	0	-0.40877123138035
TRAV2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV3	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV4	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV5	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV6	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV7	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV8-1	0.0498509179760126	0	0.5	0	0	-1	0	0.0666662222251852	0	-2.07682954312919
TRAV9-1	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV10	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV12-1	0	0	0.5	0	0	-1	0	0.13333244445037	0	-2.57902647528851
TRAV8-2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV8-3	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV13-1	0.0505992273705747	0	0.5	0	0	-1	0	0.0588231833930389	0	-2.01774789864954
TRAV12-2	0.0498509179760126	0	0.5	0	0	-1	0	0.0666662222251852	0	-2.07682954312919
TRAV8-4	0.0502316169344032	0	0.5	0	0	-1	0	0.0624998046881103	0	-2.04544390231478
TRAV13-2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV14DV4	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV9-2	0.0611662155010938	0	0.5	0	0	-1	0	0	0	-1.57463261096988
TRAV12-3	0.0527260229908213	0	0.5	0	0	-1	0	0.0416664930562789	0	-1.88850647824889
TRAV8-6	0.0498509179760126	0	0.5	0	0	-1	0	0.0666662222251852	0	-2.07682954312919
