"ensembl_gene_id" "start_position" "end_position"
"7146" "ENSG00000136449" 50508384 50531501
"7147" "ENSG00000136450" 58003360 58007346
"7148" "ENSG00000136451" 57971547 57988259
"7149" "ENSG00000136457" 50464496 50468966
"7150" "ENSG00000136463" 63600872 63608365
"7151" "ENSG00000136478" 64147227 64263301
"7152" "ENSG00000136485" 63550461 63594266
"7153" "ENSG00000136487" 63880215 63881935
"7154" "ENSG00000136488" 63894909 63896661
"7155" "ENSG00000136490" 63695902 63701172
"7156" "ENSG00000136492" 61681266 61863521
"7157" "ENSG00000136504" 49788555 49835030
"7158" "ENSG00000136514" 187368332 187372076
"7159" "ENSG00000136518" 179562880 179588408
"7160" "ENSG00000136521" 179604690 179627647
"7161" "ENSG00000136522" 179588285 179604654
"7162" "ENSG00000136527" 185915906 185938136
"7163" "ENSG00000136531" 165194993 165392310
"7164" "ENSG00000136535" 161416094 161425870
"7165" "ENSG00000136536" 159712457 159771027
"7166" "ENSG00000136541" 157318625 157327713
"7167" "ENSG00000136542" 157257598 157314211
"7168" "ENSG00000136546" 166403573 166494247
"7169" "ENSG00000136560" 161136908 161236221
"7170" "ENSG00000136573" 11494001 11564604
"7171" "ENSG00000136574" 11676959 11760002
"7172" "ENSG00000136603" 170357678 170396835
"7173" "ENSG00000136628" 219968601 220046658
"7174" "ENSG00000136630" 220879400 220885059
"7175" "ENSG00000136631" 150067293 150145327
"7176" "ENSG00000136634" 206767602 206772494
"7177" "ENSG00000136636" 215567392 215621807
"7178" "ENSG00000136643" 213051233 213274773
"7179" "ENSG00000136682" 113437691 113496189
"7180" "ENSG00000136688" 112973203 112985665
"7181" "ENSG00000136689" 113107214 113134016
"7182" "ENSG00000136694" 113005461 113008044
"7183" "ENSG00000136695" 113058638 113065382
"7184" "ENSG00000136696" 113022091 113052867
"7185" "ENSG00000136697" 113067970 113075850
"7186" "ENSG00000136698" 130592168 130599575
"7187" "ENSG00000136699" 130151392 130182750
"7188" "ENSG00000136709" 127701022 127811187
"7189" "ENSG00000136710" 130338241 130342349
"7190" "ENSG00000136715" 127941217 128028120
"7191" "ENSG00000136717" 127048027 127107355
"7192" "ENSG00000136718" 130342225 130347810
"7193" "ENSG00000136720" 128236716 128318577
"7194" "ENSG00000136731" 128091200 128195677
"7195" "ENSG00000136732" 126655933 126696675
"7196" "ENSG00000136738" 17644125 17715914
"7197" "ENSG00000136750" 26216307 26304558
"7198" "ENSG00000136754" 26746593 26861087
"7199" "ENSG00000136758" 27110112 27155266
"7200" "ENSG00000136770" 21756537 22003769
"7201" "ENSG00000136783" 104747688 104760122
"7202" "ENSG00000136802" 128882112 128918039
"7203" "ENSG00000136807" 127785679 127790787
"7204" "ENSG00000136810" 110243811 110256640
"7205" "ENSG00000136811" 128455186 128501292
"7206" "ENSG00000136813" 111360692 111484745
"7207" "ENSG00000136816" 129803153 129811281
"7208" "ENSG00000136819" 129827290 129835863
"7209" "ENSG00000136824" 104094260 104141417
"7210" "ENSG00000136826" 107484852 107490482
"7211" "ENSG00000136827" 129812944 129824134
"7212" "ENSG00000136828" 126914774 127223166
"7213" "ENSG00000136830" 127505339 127578989
"7214" "ENSG00000136840" 127907886 127917038
"7215" "ENSG00000136842" 97501180 97601748
"7216" "ENSG00000136848" 121567057 121785530
"7217" "ENSG00000136854" 127579370 127696027
"7218" "ENSG00000136856" 127397138 127408424
"7219" "ENSG00000136859" 127087332 127122883
"7220" "ENSG00000136861" 120388869 120580170
"7221" "ENSG00000136866" 113038380 113056759
"7222" "ENSG00000136867" 113150942 113164137
"7223" "ENSG00000136868" 113221562 113264492
"7224" "ENSG00000136869" 117704332 117716871
"7225" "ENSG00000136870" 101398873 101410660
"7226" "ENSG00000136872" 101420578 101435823
"7227" "ENSG00000136874" 99906633 99970341
"7228" "ENSG00000136875" 113275343 113292905
"7229" "ENSG00000136877" 127794597 127814327
"7230" "ENSG00000136878" 129834698 129881838
"7231" "ENSG00000136881" 101360417 101383519
"7232" "ENSG00000136883" 114086126 114099291
"7233" "ENSG00000136888" 114587746 114598373
"7234" "ENSG00000136891" 100302077 100352939
"7235" "ENSG00000136895" 127224265 127393660
"7236" "ENSG00000136897" 101387633 101398614
"7237" "ENSG00000136908" 127935099 127938484
"7238" "ENSG00000136918" 124853417 124857890
"7239" "ENSG00000136925" 97600080 97633575
"7240" "ENSG00000136928" 98288082 98709197
"7241" "ENSG00000136929" 97926791 97944856
"7242" "ENSG00000136930" 124353466 124415444
"7243" "ENSG00000136931" 124481236 124507430
"7244" "ENSG00000136932" 97904489 97922570
"7245" "ENSG00000136933" 125200542 125234158
"7246" "ENSG00000136935" 124878357 124948492
"7247" "ENSG00000136936" 97674909 97697357
"7248" "ENSG00000136937" 97633626 97673748
"7249" "ENSG00000136938" 97983361 98015943
"7250" "ENSG00000136940" 122798389 122828631
"7251" "ENSG00000136942" 124857880 124861981
"7252" "ENSG00000136943" 97029679 97039643
"7253" "ENSG00000136944" 126614443 126701032
"7254" "ENSG00000136950" 124862130 124877733
"7255" "ENSG00000136960" 119557086 119673453
"7256" "ENSG00000136982" 119833976 119856010
"7257" "ENSG00000136986" 123013164 123042423
"7258" "ENSG00000136997" 127735434 127741434
"7259" "ENSG00000136999" 119416306 119424353
"7260" "ENSG00000137033" 6215786 6257983
"7261" "ENSG00000137038" 7796490 7888380
"7262" "ENSG00000137040" 6011043 6015625
"7263" "ENSG00000137054" 37485935 37503697
"7264" "ENSG00000137055" 26904083 26947463
"7265" "ENSG00000137070" 34650702 34661892
"7266" "ENSG00000137073" 33921693 34048949
"7267" "ENSG00000137074" 32972606 33025168
"7268" "ENSG00000137075" 36336396 36487548
"7269" "ENSG00000137076" 35696948 35732395
"7270" "ENSG00000137077" 34709005 34710124
"7271" "ENSG00000137078" 35649295 35650950
"7272" "ENSG00000137080" 21165637 21166660
"7273" "ENSG00000137090" 841690 969090
"7274" "ENSG00000137094" 34989641 34998900
"7275" "ENSG00000137098" 35808045 35812272
"7276" "ENSG00000137100" 34613545 34620523
"7277" "ENSG00000137101" 35609533 35646810
"7278" "ENSG00000137103" 35814451 35854847
"7279" "ENSG00000137106" 37422666 37436990
"7280" "ENSG00000137124" 38392664 38398661
"7281" "ENSG00000137135" 35658875 35675866
"7282" "ENSG00000137142" 38408994 38424447
"7283" "ENSG00000137145" 19230435 19373545
"7284" "ENSG00000137154" 19375715 19380254
"7285" "ENSG00000137161" 42929192 42939287
"7286" "ENSG00000137166" 41546426 41602384
"7287" "ENSG00000137168" 36854827 36875024
"7288" "ENSG00000137171" 43040777 43075099
"7289" "ENSG00000137177" 17759183 17987623
"7290" "ENSG00000137185" 28224886 28233482
"7291" "ENSG00000137193" 37170203 37175426
"7292" "ENSG00000137198" 16238580 16295549
"7293" "ENSG00000137200" 37433219 37482827
"7294" "ENSG00000137203" 10393186 10419659
"7295" "ENSG00000137204" 43295694 43305538
"7296" "ENSG00000137207" 43511827 43516990
"7297" "ENSG00000137210" 10747759 10852753
"7298" "ENSG00000137216" 44126914 44155519
"7299" "ENSG00000137218" 41770176 41786542
"7300" "ENSG00000137221" 43477523 43506556
"7301" "ENSG00000137225" 44158811 44184402
"7302" "ENSG00000137251" 54307859 54390152
"7303" "ENSG00000137252" 55106460 55282620
"7304" "ENSG00000137261" 24544104 24646155
"7305" "ENSG00000137265" 391739 411447
"7306" "ENSG00000137266" 3268962 3457022
"7307" "ENSG00000137267" 3153669 3157526
"7308" "ENSG00000137269" 53794497 53924121
"7309" "ENSG00000137270" 53126964 53148829
"7310" "ENSG00000137273" 1389834 1395597
"7311" "ENSG00000137274" 3118374 3153578
"7312" "ENSG00000137275" 3063991 3115187
"7313" "ENSG00000137285" 3224261 3231730
"7314" "ENSG00000137288" 33694293 33711727
"7315" "ENSG00000137309" 34236873 34246231
"7316" "ENSG00000137310" 31158542 31167159
"7317" "ENSG00000137312" 30727709 30742733
"7318" "ENSG00000137331" 30743199 30744554
"7319" "ENSG00000137337" 30699807 30717889
"7320" "ENSG00000137338" 28281572 28302549
"7321" "ENSG00000137343" 30626842 30646823
"7322" "ENSG00000137364" 18128311 18155074
"7323" "ENSG00000137392" 35794982 35797344
"7324" "ENSG00000137393" 18387350 18468874
"7325" "ENSG00000137404" 30688047 30691420
"7326" "ENSG00000137409" 36968141 36986298
"7327" "ENSG00000137411" 30908242 30926459
"7328" "ENSG00000137413" 42050513 42087461
"7329" "ENSG00000137414" 17600355 17611719
"7330" "ENSG00000137434" 10671418 10694797
"7331" "ENSG00000137440" 15935569 15938740
"7332" "ENSG00000137441" 15960243 15969309
"7333" "ENSG00000137449" 15002674 15070153
"7334" "ENSG00000137460" 152936352 152979696
"7335" "ENSG00000137462" 153701500 153705699
"7336" "ENSG00000137463" 139266163 139280338
"7337" "ENSG00000137473" 146706638 146945882
"7338" "ENSG00000137474" 77128264 77215239
"7339" "ENSG00000137478" 72836745 73142261
"7340" "ENSG00000137486" 75264182 75351705
"7341" "ENSG00000137491" 75100563 75206549
"7342" "ENSG00000137492" 76349956 76380971
"7343" "ENSG00000137494" 83193739 83260694
"7344" "ENSG00000137496" 71998541 72005715
"7345" "ENSG00000137497" 72002864 72080693
"7346" "ENSG00000137500" 83259097 83286407
"7347" "ENSG00000137501" 85694224 85811159
"7348" "ENSG00000137502" 82973133 83071923
"7349" "ENSG00000137504" 85659708 85682908
"7350" "ENSG00000137507" 76657524 76670747
"7351" "ENSG00000137509" 82823502 82970584
"7352" "ENSG00000137513" 78435961 78574874
"7353" "ENSG00000137522" 71928701 71997597
"7354" "ENSG00000137547" 54135210 54147901
"7355" "ENSG00000137558" 74824537 74855029
"7356" "ENSG00000137561" 63048553 63086053
"7357" "ENSG00000137563" 63015079 63039171
"7358" "ENSG00000137571" 69667047 69835064
"7359" "ENSG00000137573" 69466624 69660915
"7360" "ENSG00000137574" 55773142 55825448
"7361" "ENSG00000137575" 58552924 58582860
"7362" "ENSG00000137601" 169392857 169612629
"7363" "ENSG00000137628" 168216293 168318807
"7364" "ENSG00000137634" 114570591 114595762
"7365" "ENSG00000137642" 121452203 121633693
"7366" "ENSG00000137648" 118077012 118121890
"7367" "ENSG00000137656" 116748170 116772988
"7368" "ENSG00000137672" 101451564 101872562
"7369" "ENSG00000137673" 102520508 102530753
"7370" "ENSG00000137674" 102576835 102625332
"7371" "ENSG00000137675" 102691487 102705806
"7372" "ENSG00000137691" 102047443 102084560
"7373" "ENSG00000137692" 103062076 103092215
"7374" "ENSG00000137693" 102110461 102233423
"7375" "ENSG00000137699" 120111275 120185529
"7376" "ENSG00000137700" 119024114 119030906
"7377" "ENSG00000137707" 111467526 111512354
"7378" "ENSG00000137709" 120236640 120319944
"7379" "ENSG00000137710" 110174880 110296722
"7380" "ENSG00000137713" 111726908 111766427
"7381" "ENSG00000137714" 110429883 110464881
"7382" "ENSG00000137720" 111878935 111885975
"7383" "ENSG00000137726" 117836976 117877486
"7384" "ENSG00000137727" 110577042 110713189
"7385" "ENSG00000137731" 117800844 117828698
"7386" "ENSG00000137747" 117900643 117929459
"7387" "ENSG00000137752" 105025443 105035250
"7388" "ENSG00000137757" 104994235 105023168
"7389" "ENSG00000137760" 107502726 107565746
"7390" "ENSG00000137764" 67542709 67807123
"7391" "ENSG00000137766" 54012904 54633414
"7392" "ENSG00000137767" 45631148 45691294
"7393" "ENSG00000137770" 44427234 44529038
"7394" "ENSG00000137776" 58879045 58933653
"7395" "ENSG00000137801" 39581079 39599466
"7396" "ENSG00000137802" 41774434 41827855
"7397" "ENSG00000137804" 41332694 41381050
"7398" "ENSG00000137806" 41387349 41402519
"7399" "ENSG00000137807" 69414246 69448427
"7400" "ENSG00000137809" 68296533 68432162
"7401" "ENSG00000137812" 40594020 40664342
"7402" "ENSG00000137814" 42548810 42569994
"7403" "ENSG00000137815" 41408408 41483563
"7404" "ENSG00000137817" 72241181 72272999
"7405" "ENSG00000137818" 69452784 69456194
"7406" "ENSG00000137819" 69298947 69407780
"7407" "ENSG00000137821" 70853239 71053657
"7408" "ENSG00000137822" 43369221 43409771
"7409" "ENSG00000137824" 40735884 40755851
"7410" "ENSG00000137825" 41493393 41503551
"7411" "ENSG00000137831" 70654554 70763593
"7412" "ENSG00000137834" 66702228 66782848
"7413" "ENSG00000137841" 40278176 40307935
"7414" "ENSG00000137842" 43123279 43185146
"7415" "ENSG00000137843" 40238759 40277487
"7416" "ENSG00000137845" 58588807 58749978
"7417" "ENSG00000137857" 45129933 45165576
"7418" "ENSG00000137860" 45252230 45277845
"7419" "ENSG00000137868" 74179466 74212267
"7420" "ENSG00000137869" 51208057 51338610
"7421" "ENSG00000137871" 56630181 56918571
"7422" "ENSG00000137872" 47184101 47774223
"7423" "ENSG00000137875" 52109263 52112775
"7424" "ENSG00000137876" 55180806 55197067
"7425" "ENSG00000137877" 41848144 41894077
"7426" "ENSG00000137878" 57591908 57714745
"7427" "ENSG00000137880" 40764020 40767710
"7428" "ENSG00000137936" 93561786 93847150
"7429" "ENSG00000137941" 83865028 83999150
"7430" "ENSG00000137942" 93448131 93554661
"7431" "ENSG00000137944" 88935773 88992953
"7432" "ENSG00000137947" 88852932 88891944
"7433" "ENSG00000137948" 91949371 92014426
"7434" "ENSG00000137955" 75786197 75795079
"7435" "ENSG00000137959" 78619922 78646145
"7436" "ENSG00000137960" 77979542 78138449
"7437" "ENSG00000137962" 94148988 94275068
"7438" "ENSG00000137965" 78649796 78664078
"7439" "ENSG00000137968" 75202131 75611116
"7440" "ENSG00000137970" 96678874 96679620
"7441" "ENSG00000137975" 86424086 86456558
"7442" "ENSG00000137976" 84398532 84415018
"7443" "ENSG00000137992" 100186919 100249834
"7444" "ENSG00000137996" 100266207 100292769
"7445" "ENSG00000138002" 27444371 27489789
"7446" "ENSG00000138018" 26308547 26395891
"7447" "ENSG00000138028" 27098889 27119115
"7448" "ENSG00000138029" 26243170 26290468
"7449" "ENSG00000138030" 27086747 27100772
"7450" "ENSG00000138031" 24819169 24919839
"7451" "ENSG00000138032" 44167969 44244384
"7452" "ENSG00000138035" 55634265 55693910
"7453" "ENSG00000138036" 43774039 43810010
"7454" "ENSG00000138039" 48686775 48755730
"7455" "ENSG00000138050" 39736060 39779267
"7456" "ENSG00000138061" 38066973 38109902
"7457" "ENSG00000138068" 37167820 37196598
"7458" "ENSG00000138069" 65070701 65130106
"7459" "ENSG00000138071" 65227753 65271253
"7460" "ENSG00000138073" 27130756 27134675
"7461" "ENSG00000138074" 27199587 27212958
"7462" "ENSG00000138075" 43812472 43838865
"7463" "ENSG00000138078" 44316281 44361862
"7464" "ENSG00000138079" 44275458 44321494
"7465" "ENSG00000138080" 27078567 27086408
"7466" "ENSG00000138081" 47789316 47905793
"7467" "ENSG00000138083" 44941898 44946077
"7468" "ENSG00000138085" 27212027 27217178
"7469" "ENSG00000138092" 24793136 24822376
"7470" "ENSG00000138095" 43886508 43996005
"7471" "ENSG00000138100" 27282392 27307439
"7472" "ENSG00000138101" 25377198 25673647
"7473" "ENSG00000138107" 102461881 102502711
"7474" "ENSG00000138109" 94938658 94989390
"7475" "ENSG00000138111" 102461395 102477045
"7476" "ENSG00000138115" 95036772 95069497
"7477" "ENSG00000138119" 93306429 93482317
"7478" "ENSG00000138131" 98247690 98268250
"7479" "ENSG00000138134" 88879734 88975153
"7480" "ENSG00000138135" 89205629 89207314
"7481" "ENSG00000138136" 101226195 101229794
"7482" "ENSG00000138138" 87751512 87841343
"7483" "ENSG00000138152" 122271306 122338162
"7484" "ENSG00000138160" 92593286 92655395
"7485" "ENSG00000138161" 122832149 122850793
"7486" "ENSG00000138162" 121989174 122254545
"7487" "ENSG00000138166" 110497838 110511544
"7488" "ENSG00000138172" 103446786 103452402
"7489" "ENSG00000138175" 102673731 102714407
"7490" "ENSG00000138180" 93496632 93529092
"7491" "ENSG00000138182" 89701610 89774939
"7492" "ENSG00000138185" 95711779 95869695
"7493" "ENSG00000138190" 92834713 93059493
"7494" "ENSG00000138193" 94030812 94332823
"7495" "ENSG00000138207" 93591687 93601744
"7496" "ENSG00000138231" 138161012 138174949
"7497" "ENSG00000138246" 132417526 132539032
"7498" "ENSG00000138271" 151294086 151316952
"7499" "ENSG00000138279" 73375101 73414076
"7500" "ENSG00000138286" 73168166 73244504
"7501" "ENSG00000138303" 72096032 72217134
"7502" "ENSG00000138308" 72935170 72954778
"7503" "ENSG00000138311" 62374192 62672011
"7504" "ENSG00000138315" 72893581 72933033
"7505" "ENSG00000138316" 70672803 70762441
"7506" "ENSG00000138326" 78033760 78056812
"7507" "ENSG00000138336" 68560656 68694482
"7508" "ENSG00000138346" 68414064 68472121
"7509" "ENSG00000138347" 68106117 68212017
"7510" "ENSG00000138356" 200585868 200677064
"7511" "ENSG00000138363" 215311817 215349773
"7512" "ENSG00000138375" 216412414 216483053
"7513" "ENSG00000138376" 214725646 214809711
"7514" "ENSG00000138378" 191029576 191151596
"7515" "ENSG00000138379" 190055697 190062729
"7516" "ENSG00000138380" 202912214 202987063
"7517" "ENSG00000138381" 189661385 189670831
"7518" "ENSG00000138382" 169810081 169824931
"7519" "ENSG00000138385" 169791933 169812064
"7520" "ENSG00000138386" 190646746 190692766
"7521" "ENSG00000138395" 201790461 201895550
"7522" "ENSG00000138398" 169584340 169641406
"7523" "ENSG00000138399" 169529749 169573875
"7524" "ENSG00000138400" 206737763 206765547
"7525" "ENSG00000138411" 196194370 196593692
"7526" "ENSG00000138413" 208236227 208266074
"7527" "ENSG00000138430" 174072447 174248698
"7528" "ENSG00000138433" 174348022 174395715
"7529" "ENSG00000138434" 181891833 181930738
"7530" "ENSG00000138435" 174747592 174787935
"7531" "ENSG00000138439" 202635188 202769757
"7532" "ENSG00000138442" 202874782 203014798
"7533" "ENSG00000138443" 203328219 203447723
"7534" "ENSG00000138448" 186590065 186680901
"7535" "ENSG00000138449" 189560579 189583758
"7536" "ENSG00000138459" 112561709 112585577
"7537" "ENSG00000138463" 122794795 122881139
"7538" "ENSG00000138468" 101324205 101513241
"7539" "ENSG00000138472" 108907792 108953895
"7540" "ENSG00000138483" 107377194 107378637
"7541" "ENSG00000138495" 119654513 119677454
"7542" "ENSG00000138496" 122527924 122564577
"7543" "ENSG00000138587" 56421544 56465137
"7544" "ENSG00000138592" 50424380 50514419
"7545" "ENSG00000138593" 48988476 49046563
"7546" "ENSG00000138594" 51829628 51947295
"7547" "ENSG00000138600" 50702266 50765808
"7548" "ENSG00000138604" 69160584 69272217
"7549" "ENSG00000138606" 45167214 45201175
"7550" "ENSG00000138613" 63276018 63309126
"7551" "ENSG00000138614" 65578753 65611289
"7552" "ENSG00000138615" 65194758 65211488
"7553" "ENSG00000138617" 65234460 65300618
"7554" "ENSG00000138621" 75023555 75117462
"7555" "ENSG00000138622" 73319859 73369264
"7556" "ENSG00000138623" 74409289 74434467
"7557" "ENSG00000138629" 74445977 74461182
"7558" "ENSG00000138639" 85475114 86002670
"7559" "ENSG00000138640" 88725955 89111398
"7560" "ENSG00000138641" 88521048 88708542
"7561" "ENSG00000138642" 88378739 88443111
"7562" "ENSG00000138646" 88457117 88506163
"7563" "ENSG00000138650" 133149315 133208606
"7564" "ENSG00000138658" 112539333 112636995
"7565" "ENSG00000138660" 112231737 112270047
"7566" "ENSG00000138663" 83034447 83075818
"7567" "ENSG00000138668" 82352498 82374503
"7568" "ENSG00000138669" 81087370 81215117
"7569" "ENSG00000138670" 81426393 82044244
"7570" "ENSG00000138674" 82818661 82901166
"7571" "ENSG00000138675" 80266599 80336680
"7572" "ENSG00000138678" 83535914 83605875
"7573" "ENSG00000138684" 122612628 122621069
"7574" "ENSG00000138685" 122826708 122898236
"7575" "ENSG00000138686" 121824440 121870497
"7576" "ENSG00000138688" 122152333 122362758
"7577" "ENSG00000138696" 94757968 95158448
"7578" "ENSG00000138698" 98261384 98443861
"7579" "ENSG00000138709" 128061268 128222931
"7580" "ENSG00000138722" 89879532 89954629
"7581" "ENSG00000138735" 119494395 119628991
"7582" "ENSG00000138738" 120684919 120922870
"7583" "ENSG00000138741" 121879027 121951754
"7584" "ENSG00000138744" 75913657 75941051
"7585" "ENSG00000138750" 76114659 76148515
"7586" "ENSG00000138755" 76001275 76007488
"7587" "ENSG00000138756" 78776342 78916372
"7588" "ENSG00000138757" 75642782 75724525
"7589" "ENSG00000138758" 76949703 77040384
"7590" "ENSG00000138759" 78057570 78544269
"7591" "ENSG00000138760" 76158733 76234536
"7592" "ENSG00000138764" 77157151 77433388
"7593" "ENSG00000138767" 77713387 77819615
"7594" "ENSG00000138768" 75724593 75814286
"7595" "ENSG00000138769" 75578005 75630716
"7596" "ENSG00000138771" 76435100 76783253
"7597" "ENSG00000138772" 78551519 78610451
"7598" "ENSG00000138777" 105369077 105474081
"7599" "ENSG00000138778" 103105806 103198409
"7600" "ENSG00000138780" 105708778 105847728
"7601" "ENSG00000138785" 105682627 105895986
"7602" "ENSG00000138792" 110365733 110565285
"7603" "ENSG00000138794" 109688622 109703583
"7604" "ENSG00000138795" 108047545 108168956
"7605" "ENSG00000138796" 107989714 108035175
"7606" "ENSG00000138798" 109912884 110012266
"7607" "ENSG00000138801" 107590276 107720452
"7608" "ENSG00000138802" 109433772 109540896
"7609" "ENSG00000138813" 99511004 99542303
"7610" "ENSG00000138814" 101023409 101348278
"7611" "ENSG00000138821" 102251041 102431258
"7612" "ENSG00000138823" 99563761 99623999
"7613" "ENSG00000138829" 128257909 128659185
"7614" "ENSG00000138834" 1706183 1770317
"7615" "ENSG00000138835" 113444731 113597743
"7616" "ENSG00000138867" 24540423 24555935
"7617" "ENSG00000138892" 50015123 50056935
"7618" "ENSG00000138942" 31160183 31207019
"7619" "ENSG00000138944" 44243667 44312851
"7620" "ENSG00000138964" 44172956 44219533
"7621" "ENSG00000139044" 460364 563509
"7622" "ENSG00000139053" 14973022 14981865
"7623" "ENSG00000139055" 14914035 14939082
"7624" "ENSG00000139083" 11649854 11895402
"7625" "ENSG00000139112" 10212458 10223130
"7626" "ENSG00000139116" 39293228 39443390
"7627" "ENSG00000139117" 38646822 38907430
"7628" "ENSG00000139131" 32727490 32755902
"7629" "ENSG00000139132" 32399529 32646050
"7630" "ENSG00000139133" 34022281 34029694
"7631" "ENSG00000139144" 18247614 18648416
"7632" "ENSG00000139146" 31280584 31327058
"7633" "ENSG00000139151" 18683169 18738057
"7634" "ENSG00000139154" 19404045 19720801
"7635" "ENSG00000139155" 20695355 20753386
"7636" "ENSG00000139160" 31647160 31673114
"7637" "ENSG00000139163" 22625075 22690665
"7638" "ENSG00000139168" 42312078 42326118
"7639" "ENSG00000139173" 43835967 44389762
"7640" "ENSG00000139174" 42456757 42590355
"7641" "ENSG00000139178" 7089587 7109273
"7642" "ENSG00000139180" 4649095 4694317
"7643" "ENSG00000139182" 7129698 7158945
"7644" "ENSG00000139187" 8950044 9010760
"7645" "ENSG00000139190" 6462237 6470987
"7646" "ENSG00000139192" 6451690 6466517
"7647" "ENSG00000139193" 6444867 6451718
"7648" "ENSG00000139194" 7123684 7128942
"7649" "ENSG00000139197" 7188685 7218574
"7650" "ENSG00000139200" 6693792 6700800
"7651" "ENSG00000139209" 46764761 46832408
"7652" "ENSG00000139211" 47075707 47079951
"7653" "ENSG00000139218" 45919131 45992120
"7654" "ENSG00000139219" 47972965 48004486
"7655" "ENSG00000139220" 81257975 81759553
"7656" "ENSG00000139233" 66116555 66130768
"7657" "ENSG00000139239" 62965325 62965969
"7658" "ENSG00000139263" 58872149 58920522
"7659" "ENSG00000139266" 57755098 57760407
"7660" "ENSG00000139269" 57452323 57459280
"7661" "ENSG00000139278" 75480680 75503853
"7662" "ENSG00000139287" 71938846 72186618
"7663" "ENSG00000139289" 76025447 76033932
"7664" "ENSG00000139291" 71686087 71705046
"7665" "ENSG00000139292" 71439770 71586310
"7666" "ENSG00000139304" 80402178 80680234
"7667" "ENSG00000139318" 89347232 89353271
"7668" "ENSG00000139323" 89419718 89526024
"7669" "ENSG00000139324" 88142296 88199887
"7670" "ENSG00000139329" 91102629 91111831
"7671" "ENSG00000139343" 95858928 95903828
"7672" "ENSG00000139344" 95943293 95968716
"7673" "ENSG00000139350" 96907223 96953777
"7674" "ENSG00000139351" 101728648 101739472
"7675" "ENSG00000139352" 102957686 102960516
"7676" "ENSG00000139354" 100573683 100628286
"7677" "ENSG00000139364" 125186836 125662377
"7678" "ENSG00000139370" 128793191 128823983
"7679" "ENSG00000139372" 103965804 103988874
"7680" "ENSG00000139405" 113185526 113192368
"7681" "ENSG00000139410" 113422237 113438276
"7682" "ENSG00000139428" 109553737 109573874
"7683" "ENSG00000139433" 109850943 109880488
"7684" "ENSG00000139436" 109929792 109996389
"7685" "ENSG00000139437" 109900264 109983841
"7686" "ENSG00000139438" 109714228 109770507
"7687" "ENSG00000139445" 109277979 109309220
"7688" "ENSG00000139496" 25301524 25349800
"7689" "ENSG00000139505" 25246201 25288009
"7690" "ENSG00000139508" 28700064 28718970
"7691" "ENSG00000139514" 29509410 29595688
"7692" "ENSG00000139515" 27920020 27926231
"7693" "ENSG00000139517" 27545911 27620404
"7694" "ENSG00000139531" 55997180 56006641
"7695" "ENSG00000139537" 48904110 48931840
"7696" "ENSG00000139540" 56230049 56237846
"7697" "ENSG00000139546" 53500921 53506431
"7698" "ENSG00000139547" 56951431 56959374
"7699" "ENSG00000139549" 49089421 49094819
"7700" "ENSG00000139567" 51906908 51923361
"7701" "ENSG00000139572" 54362445 54364487
"7702" "ENSG00000139579" 56222015 56229854
"7703" "ENSG00000139597" 32400723 32428311
"7704" "ENSG00000139610" 51328443 51346679
"7705" "ENSG00000139613" 56162983 56189567
"7706" "ENSG00000139618" 32315474 32400266
"7707" "ENSG00000139620" 48653401 48682238
"7708" "ENSG00000139624" 50129306 50167533
"7709" "ENSG00000139625" 53479669 53500063
"7710" "ENSG00000139626" 53191318 53207307
"7711" "ENSG00000139629" 51351247 51392867
"7712" "ENSG00000139631" 53157663 53180909
"7713" "ENSG00000139636" 49096551 49110900
"7714" "ENSG00000139637" 53299686 53307177
"7715" "ENSG00000139641" 56118250 56144671
"7716" "ENSG00000139644" 49707725 49764934
"7717" "ENSG00000139645" 56237807 56258391
"7718" "ENSG00000139651" 53180700 53195141
"7719" "ENSG00000139656" 44143543 44161257
"7720" "ENSG00000139668" 51584455 51767707
"7721" "ENSG00000139675" 52640786 52643796
"7722" "ENSG00000139679" 48389567 48444704
"7723" "ENSG00000139684" 46771256 46797232
"7724" "ENSG00000139687" 48303751 48481986
"7725" "ENSG00000139697" 123289109 123364843
"7726" "ENSG00000139714" 121648742 121672631
"7727" "ENSG00000139718" 121804180 121832584
"7728" "ENSG00000139719" 122229564 122266521
"7729" "ENSG00000139722" 122865328 122896444
"7730" "ENSG00000139725" 121777754 121803403
"7731" "ENSG00000139726" 122752774 122771064
"7732" "ENSG00000139734" 59665583 60163987
"7733" "ENSG00000139737" 77697854 77764242
"7734" "ENSG00000139746" 79311824 79406477
"7735" "ENSG00000139767" 118981495 119163051
"7736" "ENSG00000139780" 102685744 102694504
"7737" "ENSG00000139793" 97221434 97394120
"7738" "ENSG00000139797" 98175785 98177265
"7739" "ENSG00000139800" 99962964 99971909
"7740" "ENSG00000139826" 108218379 108234255
"7741" "ENSG00000139832" 110523066 110561733
"7742" "ENSG00000139835" 113324164 113364148
"7743" "ENSG00000139842" 113208193 113267108
"7744" "ENSG00000139865" 37595847 38041442
"7745" "ENSG00000139874" 38207999 38213067
"7746" "ENSG00000139880" 23047062 23057538
"7747" "ENSG00000139890" 22883165 22887686
"7748" "ENSG00000139899" 24426532 24430954
"7749" "ENSG00000139908" 24205697 24208362
"7750" "ENSG00000139910" 26443093 26597754
"7751" "ENSG00000139914" 24131275 24132849
"7752" "ENSG00000139915" 46839629 47674954
"7753" "ENSG00000139921" 51240162 51257546
