"","GeneSymbol","LevelOfConfidence","ModeOfInheritance","ModeOfPathogenicity"
"514","TCF4","HighEvidence","monoallelic_not_imprinted",NA
"515","TECPR2","HighEvidence","biallelic",NA
"516","TGIF1","HighEvidence","monoallelic_not_imprinted",NA
"517","TH","HighEvidence","biallelic",NA
"518","THOC2","HighEvidence","xlinked_biallelic",NA
"519","THOC6","HighEvidence","biallelic",NA
"520","TLK2","HighEvidence","monoallelic",NA
"521","TMCO1","HighEvidence","biallelic",NA
"522","TMEM165","HighEvidence","biallelic",NA
"523","TMEM216","HighEvidence","biallelic",NA
"524","TMEM240","HighEvidence","monoallelic",NA
"525","TMEM67","HighEvidence","biallelic",NA
"526","TMEM70","HighEvidence","biallelic",NA
"527","TMTC3","HighEvidence","biallelic",NA
"528","TRAPPC9","HighEvidence","biallelic",NA
"529","TRIO","HighEvidence","monoallelic_not_imprinted",NA
"530","TRIT1","HighEvidence","biallelic",NA
"531","TRMT10A","HighEvidence","biallelic",NA
"532","TSC1","HighEvidence","monoallelic_not_imprinted",NA
"533","TSC2","HighEvidence","monoallelic_not_imprinted",NA
"534","TSPAN7","HighEvidence","xlinked_biallelic",NA
"535","TUBA1A","HighEvidence","monoallelic_not_imprinted",NA
"536","TUBA8","HighEvidence","biallelic",NA
"537","TUBB2A","HighEvidence","monoallelic_not_imprinted",NA
"538","TUBB2B","HighEvidence","monoallelic_not_imprinted",NA
"539","TUBB3","HighEvidence","monoallelic_not_imprinted",NA
"540","TUSC3","HighEvidence","biallelic",NA
"541","TWIST1","HighEvidence","monoallelic_not_imprinted",NA
"542","UBA5","HighEvidence","biallelic",NA
"543","UBE2A","HighEvidence","xlinked_biallelic",NA
"544","UBE3A","HighEvidence","monoallelic_paternally_imprinted",NA
"545","UBTF","HighEvidence","monoallelic",NA
"546","UNC80","HighEvidence","biallelic",NA
"547","UPF3B","HighEvidence","xlinked_biallelic",NA
"548","UROC1","HighEvidence","biallelic",NA
"549","USP9X","HighEvidence","xlinked_monoallelic",NA
"550","VAMP1","HighEvidence","biallelic",NA
"551","VLDLR","HighEvidence","biallelic",NA
"552","VPS13B","HighEvidence","biallelic",NA
"553","VPS53","HighEvidence","biallelic",NA
"554","WAC","HighEvidence","monoallelic_not_imprinted",NA
"555","WDR26","HighEvidence","monoallelic_not_imprinted",NA
"556","WDR45B","HighEvidence","biallelic",NA
"557","WDR62","HighEvidence","biallelic",NA
"558","WDR73","HighEvidence","biallelic",NA
"559","WWOX","HighEvidence","biallelic",NA
"560","YY1","HighEvidence","monoallelic_not_imprinted",NA
"561","ZBTB20","HighEvidence","monoallelic_not_imprinted",NA
"562","ZBTB24","HighEvidence","biallelic",NA
"563","ZDHHC9","HighEvidence","xlinked_biallelic",NA
"564","ZEB2","HighEvidence","monoallelic_not_imprinted",NA
"565","ZFYVE26","HighEvidence","biallelic",NA
"566","ZIC2","HighEvidence","monoallelic_not_imprinted",NA
"567","ZMYND11","HighEvidence","monoallelic_not_imprinted",NA
"568","ZNF711","HighEvidence","xlinked_biallelic",NA
"569","ZSWIM6","HighEvidence","monoallelic",NA
"570","AARS","HighEvidence","biallelic",NA
"571","AASS","HighEvidence","biallelic",NA
"572","ABCD4","HighEvidence","biallelic",NA
"573","ABHD5","HighEvidence","biallelic",NA
"574","ACAD9","HighEvidence","biallelic",NA
"575","ACADM","HighEvidence","biallelic",NA
"576","ACTB","HighEvidence","monoallelic_not_imprinted",NA
"577","ACTG1","HighEvidence","monoallelic_not_imprinted",NA
"578","ACTL6A","HighEvidence","monoallelic",NA
"579","ADGRG1","HighEvidence","biallelic",NA
"580","AFF4","HighEvidence","monoallelic_not_imprinted","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"581","AFG3L2","HighEvidence","biallelic",NA
"582","AGA","HighEvidence","biallelic",NA
"583","AGPS","HighEvidence","biallelic",NA
"584","AHI1","HighEvidence","biallelic",NA
"585","AIMP1","HighEvidence","biallelic",NA
"586","ALDH3A2","HighEvidence","biallelic",NA
"587","ALDH7A1","HighEvidence","biallelic",NA
"588","ALMS1","HighEvidence","biallelic",NA
"589","AMER1","HighEvidence","xlinked_monoallelic",NA
"590","AMPD2","HighEvidence","biallelic",NA
"591","AMT","HighEvidence","biallelic",NA
"592","ANKH","HighEvidence","monoallelic_not_imprinted",NA
"593","ARFGEF2","HighEvidence","biallelic",NA
"594","ARL6","HighEvidence","biallelic",NA
"595","ARMC9","HighEvidence","biallelic",NA
"596","ARSA","HighEvidence","biallelic",NA
"597","ARSB","HighEvidence","biallelic",NA
"598","ARSE","HighEvidence","xlinked_biallelic",NA
"599","ASAH1","HighEvidence","biallelic",NA
"600","ASPA","HighEvidence","biallelic",NA
"601","ASXL1","HighEvidence","monoallelic_not_imprinted",NA
"602","ATAD3A","HighEvidence","monoallelic_and_biallelic",NA
"603","ATP13A2","HighEvidence","biallelic",NA
"604","ATP6V1B2","HighEvidence","monoallelic_not_imprinted",NA
"605","ATR","HighEvidence","biallelic",NA
"606","B3GALNT2","HighEvidence","biallelic",NA
"607","B4GALNT1","HighEvidence","biallelic",NA
"608","B4GALT7","HighEvidence","biallelic",NA
"609","BCAP31","HighEvidence","xlinked_biallelic",NA
"610","BCKDHA","HighEvidence","biallelic",NA
"611","BCKDHB","HighEvidence","biallelic",NA
"612","BCS1L","HighEvidence","biallelic",NA
"613","BLM","HighEvidence","biallelic",NA
"614","BOLA3","HighEvidence","biallelic",NA
"615","BRAT1","HighEvidence","biallelic",NA
"616","BTD","HighEvidence","biallelic",NA
"617","C12orf65","HighEvidence","biallelic",NA
"618","C5orf42","HighEvidence","biallelic",NA
"619","CA2","HighEvidence","biallelic",NA
"620","CA8","HighEvidence","biallelic",NA
"621","CACNA1C","HighEvidence","monoallelic",NA
"622","CACNA1G","HighEvidence","monoallelic","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"623","CBL","HighEvidence","monoallelic_not_imprinted",NA
"624","CCBE1","HighEvidence","biallelic",NA
"625","CCDC88C","HighEvidence","biallelic",NA
"626","CDC6","HighEvidence","biallelic",NA
"627","CDON","HighEvidence","monoallelic_not_imprinted",NA
"628","CEP135","HighEvidence","biallelic",NA
"629","CEP152","HighEvidence","biallelic",NA
"630","CHAMP1","HighEvidence","monoallelic_not_imprinted",NA
"631","CIC","HighEvidence","monoallelic",NA
"632","CIT","HighEvidence","biallelic",NA
"633","CLN5","HighEvidence","biallelic",NA
"634","CLN6","HighEvidence","biallelic",NA
"635","CLN8","HighEvidence","biallelic",NA
"636","CLP1","HighEvidence","biallelic",NA
"637","CNNM2","HighEvidence","monoallelic_and_biallelic",NA
"638","COL4A1","HighEvidence","monoallelic_not_imprinted",NA
"639","COL4A2","HighEvidence","monoallelic_not_imprinted",NA
"640","COL4A3BP","HighEvidence","monoallelic_not_imprinted",NA
"641","COLEC11","HighEvidence","biallelic",NA
"642","COX10","HighEvidence","biallelic",NA
"643","COX15","HighEvidence","biallelic",NA
"644","COX6B1","HighEvidence","biallelic",NA
"645","CRB2","HighEvidence","biallelic",NA
"646","CSTB","HighEvidence","biallelic","Other - please provide details in the comments"
"647","CTDP1","HighEvidence","biallelic",NA
"648","CTSD","HighEvidence","biallelic",NA
"649","CYC1","HighEvidence","biallelic",NA
"650","CYP2U1","HighEvidence","biallelic",NA
"651","D2HGDH","HighEvidence","biallelic",NA
"652","DARS","HighEvidence","biallelic",NA
"653","DCAF17","HighEvidence","biallelic",NA
"654","DDC","HighEvidence","biallelic",NA
"655","DDHD2","HighEvidence","biallelic",NA
"656","DDX11","HighEvidence","biallelic",NA
"657","DEPDC5","HighEvidence","monoallelic_not_imprinted",NA
"658","DHFR","HighEvidence","biallelic",NA
"659","DHTKD1","HighEvidence","biallelic",NA
"660","DHX30","HighEvidence","monoallelic",NA
"661","DIAPH1","HighEvidence","biallelic",NA
"662","DIS3L2","HighEvidence","biallelic",NA
"663","DLD","HighEvidence","biallelic",NA
"664","DNMT3B","HighEvidence","biallelic",NA
"665","DPF2","HighEvidence","monoallelic_not_imprinted","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"666","DPM1","HighEvidence","biallelic",NA
"667","DPP6","HighEvidence","monoallelic_not_imprinted",NA
"668","DYM","HighEvidence","biallelic",NA
"669","EFTUD2","HighEvidence","monoallelic_not_imprinted",NA
"670","EIF2AK3","HighEvidence","biallelic",NA
"671","ELAC2","HighEvidence","biallelic",NA
"672","EPG5","HighEvidence","biallelic",NA
"673","ERCC1","HighEvidence","biallelic",NA
"674","ERCC6L2","HighEvidence","biallelic",NA
"675","ERLIN2","HighEvidence","biallelic",NA
"676","ESCO2","HighEvidence","biallelic",NA
"677","ETFA","HighEvidence","biallelic",NA
"678","ETFB","HighEvidence","biallelic",NA
"679","ETFDH","HighEvidence","biallelic",NA
"680","EXOSC3","HighEvidence","biallelic",NA
"681","FAM111A","HighEvidence","monoallelic_not_imprinted",NA
"682","FAM20C","HighEvidence","biallelic",NA
"683","FAT4","HighEvidence","biallelic",NA
"684","FBXL4","HighEvidence","biallelic",NA
"685","FH","HighEvidence","biallelic",NA
"686","FIG4","HighEvidence","biallelic",NA
"687","FLVCR1","HighEvidence","biallelic",NA
"688","FLVCR2","HighEvidence","biallelic",NA
"689","FOXRED1","HighEvidence","biallelic",NA
"690","FTCD","HighEvidence","biallelic",NA
"691","FUCA1","HighEvidence","biallelic",NA
"692","GABRA1","HighEvidence","monoallelic_not_imprinted",NA
"693","GABRB3","HighEvidence","monoallelic_not_imprinted",NA
"694","GABRG2","HighEvidence","monoallelic",NA
"695","GALC","HighEvidence","biallelic",NA
"696","GALT","HighEvidence","biallelic",NA
"697","GATAD2B","HighEvidence","monoallelic_not_imprinted",NA
"698","GCDH","HighEvidence","biallelic",NA
"699","GCH1","HighEvidence","monoallelic_and_biallelic",NA
"700","GJC2","HighEvidence","monoallelic_and_biallelic",NA
"701","GLB1","HighEvidence","biallelic",NA
"702","GLDC","HighEvidence","biallelic",NA
"703","GMPPA","HighEvidence","biallelic",NA
"704","GNAO1","HighEvidence","monoallelic_not_imprinted",NA
"705","GNS","HighEvidence","biallelic",NA
"706","GPSM2","HighEvidence","biallelic",NA
"707","GTF2H5","HighEvidence","biallelic",NA
"708","HADH","HighEvidence","biallelic",NA
"709","HADHA","HighEvidence","biallelic",NA
"710","HCCS","HighEvidence","xlinked_biallelic",NA
"711","HCFC1","HighEvidence","xlinked_biallelic",NA
"712","HERC1","HighEvidence","biallelic",NA
"713","HESX1","HighEvidence","monoallelic_and_biallelic",NA
"714","HEXA","HighEvidence","biallelic",NA
"715","HGSNAT","HighEvidence","biallelic",NA
"716","HIBCH","HighEvidence","biallelic",NA
"717","HLCS","HighEvidence","biallelic",NA
"718","HMGCL","HighEvidence","biallelic",NA
"719","HSD17B4","HighEvidence","biallelic",NA
"720","HTRA2","HighEvidence","biallelic",NA
"721","HYLS1","HighEvidence","biallelic",NA
"722","IBA57","HighEvidence","biallelic",NA
"723","IDH2","HighEvidence","monoallelic",NA
"724","IDUA","HighEvidence","biallelic",NA
"725","IFT172","HighEvidence","biallelic",NA
"726","IKBKG","HighEvidence","xlinked_monoallelic",NA
"727","INPP5E","HighEvidence","biallelic",NA
"728","ISPD","HighEvidence","biallelic",NA
"729","ITPR1","HighEvidence","biallelic",NA
"730","IVD","HighEvidence","biallelic",NA
"731","JAM3","HighEvidence","biallelic",NA
"732","KAT6B","HighEvidence","monoallelic_not_imprinted",NA
"733","KCNA2","HighEvidence","monoallelic_not_imprinted",NA
"734","KCNB1","HighEvidence","monoallelic_not_imprinted",NA
"735","KCNC3","HighEvidence","monoallelic_not_imprinted",NA
"736","KCNJ6","HighEvidence","monoallelic",NA
"737","KCNT1","HighEvidence","monoallelic_not_imprinted",NA
"738","L2HGDH","HighEvidence","biallelic",NA
"739","LAMB1","HighEvidence","biallelic",NA
"740","LARP7","HighEvidence","biallelic",NA
"741","LGI4","HighEvidence","biallelic",NA
"742","LRPPRC","HighEvidence","biallelic",NA
"743","MAB21L2","HighEvidence","monoallelic_and_biallelic",NA
"744","MAF","HighEvidence","monoallelic_not_imprinted",NA
"745","MAP2K1","HighEvidence","monoallelic_not_imprinted",NA
"746","MASP1","HighEvidence","biallelic",NA
"747","MFF","HighEvidence","biallelic",NA
"748","MGP","HighEvidence","biallelic",NA
"749","MKS1","HighEvidence","biallelic",NA
"750","MLC1","HighEvidence","biallelic",NA
"751","MMAA","HighEvidence","biallelic",NA
"752","MMAB","HighEvidence","biallelic",NA
"753","MMACHC","HighEvidence","biallelic",NA
"754","MOCS1","HighEvidence","biallelic",NA
"755","MPDU1","HighEvidence","biallelic",NA
"756","MPLKIP","HighEvidence","biallelic",NA
"757","MRPS22","HighEvidence","biallelic",NA
"758","MSMO1","HighEvidence","biallelic",NA
"759","MTRR","HighEvidence","biallelic",NA
"760","MUT","HighEvidence","biallelic",NA
"761","MVK","HighEvidence","biallelic",NA
"762","NAGLU","HighEvidence","biallelic",NA
"763","NANS","HighEvidence","biallelic",NA
"764","NDE1","HighEvidence","biallelic",NA
"765","NDUFS4","HighEvidence","biallelic",NA
"766","NDUFS7","HighEvidence","biallelic",NA
"767","NDUFS8","HighEvidence","biallelic",NA
"768","NDUFV1","HighEvidence","biallelic",NA
"769","NEU1","HighEvidence","biallelic",NA
"770","NFU1","HighEvidence","biallelic",NA
"771","NGLY1","HighEvidence","biallelic",NA
"772","NKX2-1","HighEvidence","monoallelic_not_imprinted",NA
"773","NPHP1","HighEvidence","biallelic",NA
"774","NRAS","HighEvidence","monoallelic_not_imprinted",NA
"775","NT5C2","HighEvidence","biallelic",NA
"776","NUBPL","HighEvidence","biallelic",NA
"777","OCLN","HighEvidence","biallelic",NA
"778","OGT","HighEvidence","xlinked_monoallelic",NA
"779","OSGEP","HighEvidence","biallelic",NA
"780","OTC","HighEvidence","xlinked_biallelic",NA
"781","OTX2","HighEvidence","monoallelic_not_imprinted",NA
"782","PACS2","HighEvidence","monoallelic",NA
"783","PAX8","HighEvidence","monoallelic_not_imprinted",NA
"784","PC","HighEvidence","biallelic",NA
"785","PDHA1","HighEvidence","xlinked_monoallelic",NA
"786","PDHX","HighEvidence","biallelic",NA
"787","PDSS2","HighEvidence","biallelic",NA
"788","PEPD","HighEvidence","biallelic",NA
"789","PEX1","HighEvidence","biallelic",NA
"790","PEX10","HighEvidence","biallelic",NA
"791","PEX12","HighEvidence","biallelic",NA
"792","PEX13","HighEvidence","biallelic",NA
"793","PEX14","HighEvidence","biallelic",NA
"794","PEX16","HighEvidence","biallelic",NA
"795","PEX19","HighEvidence","biallelic",NA
"796","PEX2","HighEvidence","biallelic",NA
"797","PEX26","HighEvidence","biallelic",NA
"798","PEX3","HighEvidence","biallelic",NA
"799","PEX5","HighEvidence","biallelic",NA
"800","PEX6","HighEvidence","biallelic",NA
"801","PGAP2","HighEvidence","biallelic",NA
"802","PHGDH","HighEvidence","biallelic",NA
"803","PHIP","HighEvidence","monoallelic_not_imprinted",NA
"804","PIGA","HighEvidence","xlinked_biallelic",NA
"805","PIGT","HighEvidence","biallelic",NA
"806","PIK3CA","HighEvidence","unknown","Other - please provide details in the comments "
"807","PLCB1","HighEvidence","biallelic",NA
"808","POLG","HighEvidence","biallelic",NA
"809","POLR3A","HighEvidence","biallelic",NA
"810","POLR3B","HighEvidence","biallelic",NA
"811","POMGNT2","HighEvidence","biallelic",NA
"812","PPP1CB","HighEvidence","monoallelic",NA
"813","PPP2R1A","HighEvidence","monoallelic_not_imprinted",NA
"814","PPT1","HighEvidence","biallelic",NA
"815","PRMT7","HighEvidence","biallelic",NA
"816","PSAP","HighEvidence","biallelic",NA
"817","PTF1A","HighEvidence","biallelic",NA
"818","PTS","HighEvidence","biallelic",NA
"819","QDPR","HighEvidence","biallelic",NA
"820","RAB18","HighEvidence","biallelic",NA
"821","RAB23","HighEvidence","biallelic",NA
"822","RAB3GAP1","HighEvidence","biallelic",NA
"823","RAB3GAP2","HighEvidence","biallelic",NA
"824","RAF1","HighEvidence","monoallelic_not_imprinted",NA
"825","RARS2","HighEvidence","biallelic",NA
"826","RERE","HighEvidence","monoallelic",NA
"827","RIT1","HighEvidence","monoallelic_not_imprinted",NA
"828","RMND1","HighEvidence","biallelic",NA
"829","RNASEH2A","HighEvidence","biallelic",NA
"830","RNASEH2B","HighEvidence","biallelic",NA
"831","RNASEH2C","HighEvidence","biallelic",NA
"832","RNASET2","HighEvidence","biallelic",NA
"833","ROGDI","HighEvidence","biallelic",NA
"834","ROR2","HighEvidence","monoallelic_and_biallelic",NA
"835","RTEL1","HighEvidence","biallelic",NA
"836","RTN4IP1","HighEvidence","biallelic",NA
"837","SAMD9","HighEvidence","monoallelic","Other - please provide details in the comments"
"838","SC5D","HighEvidence","biallelic",NA
"839","SCO1","HighEvidence","biallelic",NA
"840","SCO2","HighEvidence","biallelic",NA
"841","SDHA","HighEvidence","biallelic",NA
"842","SDHAF1","HighEvidence","biallelic",NA
"843","SGPL1","HighEvidence","biallelic",NA
"844","SHANK1","HighEvidence","monoallelic_not_imprinted",NA
"845","SHH","HighEvidence","monoallelic_not_imprinted",NA
"846","SHOC2","HighEvidence","monoallelic_not_imprinted",NA
"847","SIK1","HighEvidence","monoallelic_not_imprinted",NA
"848","SIN3A","HighEvidence","monoallelic",NA
"849","SIX3","HighEvidence","monoallelic_not_imprinted",NA
"850","SKI","HighEvidence","monoallelic_not_imprinted",NA
"851","SLC12A5","HighEvidence","monoallelic_not_imprinted",NA
"852","SLC17A5","HighEvidence","biallelic",NA
"853","SLC19A3","HighEvidence","biallelic",NA
"854","SLC25A1","HighEvidence","biallelic",NA
"855","SLC25A22","HighEvidence","biallelic",NA
"856","SLC35A2","HighEvidence","xlinked_monoallelic",NA
"857","SLC39A8","HighEvidence","biallelic",NA
"858","SLC6A19","HighEvidence","biallelic",NA
"859","SLC6A3","HighEvidence","biallelic",NA
"860","SMOC1","HighEvidence","biallelic",NA
"861","SMPD1","HighEvidence","biallelic",NA
"862","SNAP29","HighEvidence","biallelic",NA
"863","SNRPB","HighEvidence","monoallelic_not_imprinted",NA
"864","SOS1","HighEvidence","monoallelic_not_imprinted",NA
"865","SOX11","HighEvidence","monoallelic_not_imprinted",NA
"866","SOX9","HighEvidence","monoallelic",NA
"867","SPATA5","HighEvidence","biallelic",NA
"868","SPG11","HighEvidence","biallelic",NA
"869","SPRED1","HighEvidence","monoallelic_not_imprinted",NA
"870","STAG1","HighEvidence","monoallelic",NA
"871","STAMBP","HighEvidence","biallelic",NA
"872","STRADA","HighEvidence","biallelic",NA
"873","SUMF1","HighEvidence","biallelic",NA
"874","SUOX","HighEvidence","biallelic",NA
"875","SURF1","HighEvidence","biallelic",NA
"876","SYNJ1","HighEvidence","biallelic",NA
"877","SYT1","HighEvidence","monoallelic_not_imprinted",NA
"878","TANGO2","HighEvidence","biallelic",NA
"879","TAT","HighEvidence","biallelic",NA
"880","TAZ","HighEvidence","xlinked_biallelic",NA
"881","TBCK","HighEvidence","biallelic",NA
"882","TCN2","HighEvidence","biallelic",NA
"883","TCTN2","HighEvidence","biallelic",NA
"884","THRA","HighEvidence","monoallelic_not_imprinted",NA
"885","TMEM237","HighEvidence","biallelic",NA
"886","TMEM5","HighEvidence","biallelic",NA
"887","TOE1","HighEvidence","biallelic",NA
"888","TPP1","HighEvidence","biallelic",NA
"889","TREX1","HighEvidence","monoallelic_and_biallelic",NA
"890","TRIM32","HighEvidence","biallelic",NA
"891","TRIP12","HighEvidence","monoallelic",NA
"892","TSEN2","HighEvidence","biallelic",NA
"893","TSEN34","HighEvidence","biallelic",NA
"894","TSEN54","HighEvidence","biallelic",NA
"895","TSFM","HighEvidence","biallelic",NA
"896","TSHB","HighEvidence","biallelic",NA
"897","TTC19","HighEvidence","biallelic",NA
"898","TTC37","HighEvidence","biallelic",NA
"899","TTC8","HighEvidence","biallelic",NA
"900","TTI2","HighEvidence","biallelic",NA
"901","TUBB","HighEvidence","monoallelic_not_imprinted",NA
"902","TUBB4A","HighEvidence","monoallelic_not_imprinted",NA
"903","TUBG1","HighEvidence","monoallelic",NA
"904","TUBGCP6","HighEvidence","biallelic",NA
"905","UBE3B","HighEvidence","biallelic",NA
"906","UBR1","HighEvidence","biallelic",NA
"907","UMPS","HighEvidence","biallelic",NA
"908","VRK1","HighEvidence","biallelic",NA
"909","WASF1","HighEvidence","monoallelic",NA
"910","WDPCP","HighEvidence","biallelic",NA
"911","WDR45","HighEvidence","xlinked_monoallelic",NA
"912","WDR81","HighEvidence","biallelic",NA
"913","XRCC4","HighEvidence","biallelic",NA
"914","YWHAG","HighEvidence","monoallelic",NA
"915","ZBTB18","HighEvidence","monoallelic",NA
"916","ZC4H2","HighEvidence","xlinked_biallelic",NA
"917","ABCB11","ModerateEvidence","biallelic",NA
"918","ABCC6","ModerateEvidence","biallelic",NA
"919","ACADVL","ModerateEvidence","biallelic",NA
"920","ACAN","ModerateEvidence","monoallelic_and_biallelic",NA
"921","ACAT1","ModerateEvidence","biallelic",NA
"922","ACP5","ModerateEvidence","biallelic",NA
"923","ACTA2","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"924","ACVR1","ModerateEvidence","monoallelic",NA
"925","ADA","ModerateEvidence","biallelic",NA
"926","ADCY5","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"927","ADGRG6","ModerateEvidence","biallelic",NA
"928","AGL","ModerateEvidence","biallelic",NA
"929","AGXT","ModerateEvidence","biallelic",NA
"930","AIPL1","ModerateEvidence","biallelic",NA
"931","AIRE","ModerateEvidence","biallelic",NA
"932","AK2","ModerateEvidence","biallelic",NA
"933","AKR1D1","ModerateEvidence","biallelic",NA
"934","AKT1","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"935","ALAD","ModerateEvidence","biallelic","Other - please provide details in the comments "
"936","ALDOA","ModerateEvidence","biallelic","Other - please provide details in the comments "
"937","ALDOB","ModerateEvidence","biallelic",NA
"938","ALPL","ModerateEvidence","biallelic","Other - please provide details in the comments "
"939","ALX3","ModerateEvidence","biallelic",NA
"940","ALX4","ModerateEvidence","monoallelic_and_biallelic",NA
"941","ANO5","ModerateEvidence","monoallelic_and_biallelic","Other - please provide details in the comments "
"942","ANTXR1","ModerateEvidence","biallelic",NA
"943","ARL14EP","ModerateEvidence","biallelic",NA
"944","ARMC4","ModerateEvidence","biallelic",NA
"945","ATP1A2","ModerateEvidence","monoallelic",NA
"946","ATP1A3","ModerateEvidence","monoallelic_not_imprinted",NA
"947","ATP6V1B1","ModerateEvidence","biallelic",NA
"948","ATP8B1","ModerateEvidence","biallelic",NA
"949","B3GALT6","ModerateEvidence","biallelic",NA
"950","BFSP2","ModerateEvidence","monoallelic",NA
"951","BGN","ModerateEvidence","xlinked_biallelic",NA
"952","BHLHA9","ModerateEvidence","biallelic",NA
"953","BICD2","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"954","BMPER","ModerateEvidence","biallelic",NA
"955","BMPR1B","ModerateEvidence","biallelic",NA
"956","BSND","ModerateEvidence","biallelic",NA
"957","C19orf12","ModerateEvidence","biallelic",NA
"958","C2CD3","ModerateEvidence","biallelic",NA
"959","C2orf71","ModerateEvidence","biallelic",NA
"960","C4orf26","ModerateEvidence","biallelic",NA
"961","C8orf37","ModerateEvidence","biallelic",NA
"962","CARS2","ModerateEvidence","biallelic",NA
"963","CASR","ModerateEvidence","monoallelic_and_biallelic",NA
"964","CCDC103","ModerateEvidence","biallelic",NA
"965","CCDC114","ModerateEvidence","biallelic",NA
"966","CCDC40","ModerateEvidence","biallelic",NA
"967","CCDC65","ModerateEvidence","biallelic",NA
"968","CCNO","ModerateEvidence","biallelic",NA
"969","CCT5","ModerateEvidence","biallelic",NA
"970","CD96","ModerateEvidence","monoallelic",NA
"971","CDH23","ModerateEvidence","biallelic",NA
"972","CDH3","ModerateEvidence","biallelic",NA
"973","CDK16","ModerateEvidence","xlinked_biallelic",NA
"974","CDKN1C","ModerateEvidence","monoallelic_not_imprinted",NA
"975","CEP104","ModerateEvidence","biallelic",NA
"976","CEP63","ModerateEvidence","monoallelic_and_biallelic",NA
"977","CHL1","ModerateEvidence","monoallelic",NA
"978","CHM","ModerateEvidence","xlinked_biallelic",NA
"979","CHRDL1","ModerateEvidence","xlinked_biallelic",NA
"980","CHRNG","ModerateEvidence","biallelic",NA
"981","CHST14","ModerateEvidence","biallelic",NA
"982","CHST3","ModerateEvidence","biallelic",NA
"983","CHSY1","ModerateEvidence","biallelic",NA
"984","CHUK","ModerateEvidence","biallelic",NA
"985","CIB2","ModerateEvidence","biallelic","Other - please provide details in the comments "
"986","CLCN2","ModerateEvidence","monoallelic_and_biallelic",NA
"987","CLCN7","ModerateEvidence","biallelic",NA
"988","CLDN19","ModerateEvidence","biallelic",NA
"989","COL10A1","ModerateEvidence","monoallelic",NA
"990","COL11A1","ModerateEvidence","monoallelic_and_biallelic"," "
"991","COL18A1","ModerateEvidence","biallelic",NA
"992","COL1A1","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"993","COL2A1","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"994","COL4A3","ModerateEvidence","monoallelic_and_biallelic",NA
"995","COL4A4","ModerateEvidence","biallelic",NA
"996","COL6A1","ModerateEvidence","unknown",NA
"997","COL9A1","ModerateEvidence","monoallelic_and_biallelic"," "
"998","COL9A2","ModerateEvidence","monoallelic_and_biallelic"," "
"999","COL9A3","ModerateEvidence","monoallelic","Other - please provide details in the comments "
"1000","COMP","ModerateEvidence","monoallelic",NA
"1001","COQ9","ModerateEvidence","biallelic",NA
"1002","COX7B","ModerateEvidence","xlinked_monoallelic",NA
"1003","CRB1","ModerateEvidence","biallelic",NA
"1004","CRBN","ModerateEvidence","biallelic",NA
"1005","CRX","ModerateEvidence","monoallelic",NA
"1006","CRYAA","ModerateEvidence","biallelic"," "
"1007","CRYBA1","ModerateEvidence","monoallelic",NA
"1008","CRYBB1","ModerateEvidence","biallelic",NA
"1009","CRYBB2","ModerateEvidence","monoallelic"," "
"1010","CRYBB3","ModerateEvidence","biallelic",NA
"1011","CRYGD","ModerateEvidence","monoallelic",NA
"1012","CTNS","ModerateEvidence","biallelic",NA
"1013","CTSF","ModerateEvidence","monoallelic",NA
"1014","CTSK","ModerateEvidence","biallelic",NA
"1015","CYP1B1","ModerateEvidence","biallelic",NA
"1016","CYP27A1","ModerateEvidence","Other - please specify in evaluation comments",NA
"1017","CYP7B1","ModerateEvidence",NA,NA
"1018","DCC","ModerateEvidence","biallelic",NA
"1019","DDB2","ModerateEvidence","biallelic",NA
"1020","DDX53","ModerateEvidence","xlinked_monoallelic",NA
"1021","DENND5A","ModerateEvidence","biallelic",NA
"1022","DIP2B","ModerateEvidence","monoallelic_not_imprinted","Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments"
"1023","DLAT","ModerateEvidence","biallelic",NA
"1024","DLG1","ModerateEvidence",NA,NA
"1025","DLG2","ModerateEvidence",NA,NA
"1026","DLG4","ModerateEvidence",NA,NA
"1027","DLL3","ModerateEvidence","biallelic",NA
"1028","DLL4","ModerateEvidence","monoallelic",NA
"1029","DMP1","ModerateEvidence","biallelic",NA
"1030","DNAAF3","ModerateEvidence","biallelic",NA
"1031","DNAAF4","ModerateEvidence","biallelic",NA
"1032","DOCK6","ModerateEvidence","biallelic",NA
"1033","DPM3","ModerateEvidence","biallelic",NA
"1034","DSPP","ModerateEvidence","monoallelic"," "
"1035","DSTYK","ModerateEvidence","monoallelic",NA
"1036","DVL1","ModerateEvidence","monoallelic","Other - please provide details in the comments"
"1037","DYNC2H1","ModerateEvidence","biallelic",NA
"1038","ECEL1","ModerateEvidence","biallelic",NA
